tic,ra,dec,n_sectors,min_sector,max_sector,observed_sectors,sectors_since_94,observed_since_94,resolver
101179364,299.150851,-52.31294629,4,13,94,"13,27,67,94",94,True,local
101255974,56.14736109,32.16791349,6,18,86,"18,42,43,44,58,86",,False,local
101404344,300.7517443,-51.3100147,4,13,94,"13,27,67,94",94,True,local
101427335,300.8067088,-50.38756757,4,13,94,"13,27,67,94",94,True,local
10150705,174.7415761,41.17998964,3,22,75,"22,48,75",,False,local
101513965,301.7224092,-49.17162479,3,13,94,"13,27,94",94,True,local
101546875,129.6822342,31.41134925,5,21,47,"21,44,45,46,47",,False,local
101547609,129.785584,31.79568246,2,21,47,"21,47",,False,local
101675455,259.6518579,41.88808399,7,25,79,"25,26,51,52,53,78,79",,False,local
101695924,303.0591436,-49.69667469,4,13,94,"13,27,67,94",94,True,local
102731164,299.609179,32.63981429,8,14,82,"14,41,54,55,74,75,81,82",,False,local
103573024,149.9711911,71.0981978,8,14,74,"14,20,21,40,41,47,60,74",,False,local
103657171,152.7766399,71.90566706,8,14,74,"14,20,21,40,41,47,60,74",,False,local
104914008,300.6291753,35.69701293,9,14,82,"14,15,41,54,55,74,75,81,82",,False,local
105618511,200.0001669,32.747156,3,23,76,"23,49,76",,False,local
106013773,301.070828,31.37004217,8,14,82,"14,41,54,55,74,75,81,82",,False,local
10697190,29.02929908,60.58096908,3,18,85,"18,58,85",,False,local
108911914,285.981008,-28.68302291,3,13,92,"13,27,92",,False,local
109765689,291.0021577,29.27729629,5,14,81,"14,40,41,74,81",,False,local
110310815,291.4494988,28.76061016,5,14,81,"14,40,41,74,81",,False,local
110428269,291.463077,25.18945654,5,14,81,"14,40,41,54,81",,False,local
111682678,292.1417712,28.48615867,6,14,81,"14,40,41,54,74,81",,False,local
112086256,269.3396156,-41.84197549,4,13,93,"13,39,66,93",,False,local
112362827,292.504239,29.308247,6,14,81,"14,40,41,54,74,81",,False,local
112681546,269.5605466,-41.90598092,4,13,93,"13,39,66,93",,False,local
112710057,291.6488453,-32.85826862,5,13,94,"13,27,67,92,94",94,True,local
112755167,291.8550371,-30.94062695,5,13,94,"13,27,67,92,94",94,True,local
112827315,292.1333941,-35.13301411,4,13,94,"13,27,67,94",94,True,local
112827464,292.1555126,-35.01588204,4,13,94,"13,27,67,94",94,True,local
113272112,284.2631434,-37.31012666,3,13,94,"13,67,94",94,True,local
113347424,293.4028733,-30.26415882,4,13,92,"13,27,67,92",,False,local
113428669,293.5445289,-35.06435975,4,13,94,"13,27,67,94",94,True,local
113496667,293.5656933,-32.56745179,5,13,94,"13,27,67,92,94",94,True,local
113501026,293.4930753,-29.96936993,4,13,92,"13,27,67,92",,False,local
113565705,293.7065255,-35.47333616,4,13,94,"13,27,67,94",94,True,local
113588970,293.7145239,-41.15511921,2,13,27,"13,27",,False,local
113594232,293.6447891,-38.60438138,4,13,94,"13,27,67,94",94,True,local
113909881,294.6006128,-32.71390836,4,13,92,"13,27,67,92",,False,local
114053589,295.0204976,-32.4022345,5,13,94,"13,27,67,92,94",94,True,local
11469974,303.966983,38.85365694,7,14,82,"14,15,41,55,75,81,82",,False,local
115064173,285.4732944,27.30093699,7,14,81,"14,40,53,54,74,80,81",,False,local
115637849,84.0950274,32.33282281,8,19,73,"19,43,44,45,59,71,72,73",,False,local
115684219,339.2273151,35.12633058,3,16,83,"16,56,83",,False,local
115771549,339.8159627,33.88948623,3,16,83,"16,56,83",,False,local
115854656,157.182741,45.96417807,2,21,48,"21,48",,False,local
116331699,85.16746562,32.10641616,8,19,73,"19,43,44,45,59,71,72,73",,False,local
116483514,232.9450688,47.05683584,7,16,78,"16,23,24,50,51,77,78",,False,local
116608612,85.66322321,35.1857962,6,19,73,"19,43,44,45,59,73",,False,local
116681081,300.1334442,25.70254695,5,14,81,"14,41,54,55,81",,False,local
116724157,46.5093666,49.26080393,3,18,85,"18,58,85",,False,local
116727724,318.5672393,34.03143096,4,15,82,"15,55,56,82",,False,local
116888149,46.93873284,52.18393269,3,18,86,"18,58,86",,False,local
117007618,86.40219791,30.16771655,6,19,72,"19,43,44,45,71,72",,False,local
117096174,86.36748389,31.21148351,8,19,73,"19,43,44,45,59,71,72,73",,False,local
117289683,319.7137384,33.45338013,4,15,82,"15,55,56,82",,False,local
117378334,131.9758768,27.98063042,5,21,72,"21,44,45,46,72",,False,local
117397619,48.34319712,48.10868833,4,18,86,"18,58,85,86",,False,local
117446938,320.0173385,34.51918453,5,15,83,"15,55,56,82,83",,False,local
117453686,319.9930495,31.43383477,4,15,82,"15,55,56,82",,False,local
117659938,49.30068854,51.18973503,3,18,86,"18,58,86",,False,local
117934375,271.3456784,-59.20171896,4,13,93,"13,39,66,93",,False,local
118191063,271.9602596,-58.53068096,4,13,93,"13,39,66,93",,False,local
118191083,271.9872931,-58.53430793,4,13,93,"13,39,66,93",,False,local
118200081,272.184314,-56.78263858,4,13,93,"13,39,66,93",,False,local
118274531,272.1120281,-55.17133636,4,13,93,"13,39,66,93",,False,local
118280350,272.3796449,-55.46225466,4,13,93,"13,39,66,93",,False,local
118301361,34.19582277,29.57049657,3,18,85,"18,58,85",,False,local
118324224,272.4950755,-58.1127178,4,13,93,"13,39,66,93",,False,local
118389230,36.89493082,28.97507553,3,18,85,"18,58,85",,False,local
118399541,272.4881328,-54.04076599,4,13,93,"13,39,66,93",,False,local
118578646,273.270017,-59.24178332,4,13,93,"13,39,66,93",,False,local
118798035,273.728041,-54.4340825,4,13,93,"13,39,66,93",,False,local
118837152,274.1967309,-59.52384073,4,13,93,"13,39,66,93",,False,local
118919710,274.377261,-56.28597092,4,13,93,"13,39,66,93",,False,local
119045610,274.9837133,-56.62714707,4,13,93,"13,39,66,93",,False,local
119046610,275.0283301,-56.05769039,4,13,93,"13,39,66,93",,False,local
119153127,275.5288002,-55.8507668,3,13,93,"13,66,93",,False,local
119379330,276.2199133,-54.54949963,3,13,93,"13,66,93",,False,local
119562612,277.0923625,-57.10852287,3,13,93,"13,66,93",,False,local
119727527,277.7522731,-59.58698781,3,13,93,"13,66,93",,False,local
119727544,277.6940112,-59.60266038,3,13,93,"13,66,93",,False,local
119774374,278.0366591,-55.32477323,3,13,93,"13,66,93",,False,local
119775495,278.2144943,-56.05612837,3,13,93,"13,66,93",,False,local
119777368,278.0490977,-57.34697677,3,13,93,"13,66,93",,False,local
119822417,278.3278708,-57.63496991,3,13,93,"13,66,93",,False,local
119881567,278.6117093,-57.43113909,3,13,93,"13,66,93",,False,local
120037640,279.0888183,-54.44789152,3,13,93,"13,66,93",,False,local
120199940,279.9891513,-56.83644042,3,13,93,"13,66,93",,False,local
120362128,284.9260694,36.55103517,9,14,81,"14,26,40,41,53,54,74,80,81",,False,local
120393609,280.7743944,-56.06046936,4,13,94,"13,66,93,94",94,True,local
120396319,280.8861645,-54.20579722,4,13,94,"13,66,93,94",94,True,local
120689840,286.0475503,40.51114701,9,14,81,"14,26,40,41,53,54,74,80,81",,False,local
120689878,286.0129184,40.4870432,9,14,81,"14,26,40,41,53,54,74,80,81",,False,local
120847748,73.52739407,39.5900663,4,19,86,"19,59,73,86",,False,local
121069461,74.17845846,39.28987499,3,19,86,"19,73,86",,False,local
121542578,288.2950551,36.58327749,7,14,81,"14,40,41,54,74,80,81",,False,local
122479370,76.86769615,38.83507222,4,19,86,"19,59,73,86",,False,local
122603474,290.7465265,39.91099596,8,14,82,"14,40,41,54,55,74,75,82",,False,local
122883754,77.57368277,40.65979289,4,19,86,"19,59,73,86",,False,local
123042728,279.189787,43.22181534,7,14,80,"14,26,41,53,54,74,80",,False,local
125735470,56.66028724,27.47161193,6,18,71,"18,42,43,44,70,71",,False,local
126325291,135.4810457,26.68965197,5,21,72,"21,44,45,46,72",,False,local
126449150,315.7901654,25.91995967,4,15,82,"15,41,55,82",,False,local
126997753,23.12929249,22.85181994,5,17,84,"17,42,43,57,84",,False,local
127365016,350.0050698,41.75485087,4,16,84,"16,17,57,84",,False,local
127633512,81.00323725,32.62556194,8,19,86,"19,43,44,45,59,71,73,86",,False,local
127713554,81.17156066,33.64850421,8,19,86,"19,43,44,45,59,71,73,86",,False,local
127722285,81.32774114,30.16681752,5,19,71,"19,43,44,45,71",,False,local
127836129,81.52738798,34.10952397,8,19,86,"19,43,44,45,59,71,73,86",,False,local
128558389,339.1548537,37.72931305,3,16,83,"16,56,83",,False,local
128685675,339.6654373,38.88806324,1,16,16,16,,False,local
128710970,299.7098126,-44.29918684,3,13,94,"13,27,94",94,True,local
128721058,339.908057,41.39589166,3,16,83,"16,56,83",,False,local
128798054,300.2697759,-42.16984457,4,13,94,"13,27,67,94",94,True,local
128966834,301.3113411,-43.98348068,4,13,94,"13,27,67,94",94,True,local
129036837,301.7920247,-45.84952086,4,13,94,"13,27,67,94",94,True,local
12912584,304.9852926,37.41022729,7,14,82,"14,15,41,55,75,81,82",,False,local
129409890,343.0617086,38.74573115,3,16,83,"16,56,83",,False,local
129539786,343.9539247,39.64523874,3,16,83,"16,56,83",,False,local
129979528,36.71274281,37.55048271,3,18,85,"18,58,85",,False,local
13351941,36.41713821,61.54967578,4,18,86,"18,58,85,86",,False,local
135085261,184.7181757,19.98546769,2,22,49,"22,49",,False,local
135443063,271.4584009,21.43814633,4,26,80,"26,40,53,80",,False,local
135789669,305.1966054,30.77781701,6,15,82,"15,41,55,75,81,82",,False,local
136040527,305.5006981,35.44773324,7,14,82,"14,15,41,55,75,81,82",,False,local
136317809,305.5424451,31.25319371,6,14,82,"14,15,55,75,81,82",,False,local
136761005,317.779472,45.61636625,8,15,83,"15,16,55,56,75,76,82,83",,False,local
136971594,317.9666862,43.59286004,8,15,83,"15,16,55,56,75,76,82,83",,False,local
137353009,318.3255985,46.77626165,7,15,83,"15,16,55,56,76,82,83",,False,local
137778682,318.9091963,43.57562038,8,15,83,"15,16,55,56,75,76,82,83",,False,local
138017750,50.80058856,33.07838363,3,18,85,"18,58,85",,False,local
138032974,293.1389892,36.81585474,8,14,81,"14,40,41,54,55,74,75,81",,False,local
13828577,12.06954778,28.72505697,3,17,84,"17,57,84",,False,local
138505004,157.5133106,61.8115086,7,14,75,"14,21,41,47,48,74,75",,False,local
138588540,176.3805765,65.54098494,6,14,75,"14,15,21,41,48,75",,False,local
138618351,176.9364546,63.6683894,6,14,75,"14,15,21,41,48,75",,False,local
138650903,178.5676369,65.2192909,6,14,75,"14,15,21,41,48,75",,False,local
138819293,175.5462224,26.70657169,2,22,49,"22,49",,False,local
139079180,320.6995805,46.43622754,6,15,83,"15,16,56,76,82,83",,False,local
139144054,320.8796944,42.0619436,7,15,83,"15,16,55,56,76,82,83",,False,local
140892243,76.44018767,-72.59249095,41,1,96,"1,2,3,4,5,6,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39,61,62,63,64,65,66,67,68,69,87,89,90,93,94,95,96","94,95,96",True,local
141148940,178.7739434,46.47685149,3,22,76,"22,75,76",,False,local
141685465,90.40443309,-73.47491778,42,1,96,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,37,38,39,61,62,63,64,65,66,67,68,69,87,88,89,90,93,94,95,96","94,95,96",True,local
141809360,92.64065018,-73.78819005,42,1,96,"1,2,3,4,5,6,7,8,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39,61,62,63,64,65,66,67,68,69,87,88,89,90,93,94,95,96","94,95,96",True,local
141866704,93.85984859,-75.25321792,42,1,96,"1,2,3,4,5,6,7,8,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39,61,62,63,64,65,66,67,68,69,87,88,89,90,93,94,95,96","94,95,96",True,local
141943708,95.59496333,-75.62947063,42,1,96,"1,2,3,4,5,6,7,8,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39,61,62,63,64,65,66,67,68,69,87,88,89,90,93,94,95,96","94,95,96",True,local
142018015,97.11093168,-75.75519365,42,1,96,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,61,62,63,64,65,66,67,68,69,87,88,89,90,93,94,95,96","94,95,96",True,local
142276270,192.1848886,64.8553193,7,14,75,"14,15,21,22,41,48,75",,False,local
142387023,197.7311872,61.74477872,8,15,76,"15,21,22,41,48,49,75,76",,False,local
142441910,146.2535869,68.78507693,8,14,74,"14,20,21,40,41,47,60,74",,False,local
142748406,151.5760501,74.31083275,8,14,60,"14,20,21,40,41,47,53,60",,False,local
142963071,181.3896391,68.79430095,6,14,75,"14,15,47,48,74,75",,False,local
143257768,293.3896804,-45.89165141,4,13,94,"13,27,67,94",94,True,local
143294289,293.5467032,-45.10377962,4,13,94,"13,27,67,94",94,True,local
143409637,294.6644988,-45.01019864,4,13,94,"13,27,67,94",94,True,local
143458736,294.6963828,-44.01726657,4,13,94,"13,27,67,94",94,True,local
143651157,285.1211263,-45.03980462,3,13,94,"13,67,94",94,True,local
143768683,285.6762527,-44.53382496,3,13,94,"13,67,94",94,True,local
143803539,285.7720193,-45.71173684,3,13,94,"13,67,94",94,True,local
143959183,81.1272489,41.82706678,4,19,86,"19,59,73,86",,False,local
14413057,306.0769978,38.18505006,6,14,82,"14,15,41,55,81,82",,False,local
144383510,173.2075981,31.78197223,2,22,49,"22,49",,False,local
14532016,306.2434405,35.97967886,7,14,82,"14,15,41,55,75,81,82",,False,local
14742096,306.4356851,40.06640241,5,14,82,"14,15,41,75,82",,False,local
14744387,177.5603901,13.01367456,5,22,72,"22,45,46,49,72",,False,local
147563142,143.5745781,66.7939969,8,14,74,"14,20,21,40,41,47,60,74",,False,local
147576476,144.5432045,70.63217656,8,14,74,"14,20,21,40,41,47,60,74",,False,local
147686743,189.901789,64.67419547,7,14,75,"14,15,21,22,41,48,75",,False,local
1479206,287.4466096,-29.72757739,3,13,92,"13,27,92",,False,local
14948284,190.2823424,30.43712189,2,22,49,"22,49",,False,local
15177117,322.0093043,27.39369842,3,15,82,"15,55,82",,False,local
15421076,322.8559445,26.46087043,3,15,82,"15,55,82",,False,local
16740101,307.8598058,39.93882365,6,14,82,"14,15,41,55,75,82",,False,local
16743192,327.2086943,27.68000145,5,15,83,"15,55,56,82,83",,False,local
16805617,141.8682105,39.50497546,2,21,48,"21,48",,False,local
17375136,308.2818187,40.29556318,6,14,82,"14,15,41,55,75,82",,False,local
18028547,172.707966,41.286831,2,22,48,"22,48",,False,local
1942622,79.00270033,34.30397524,7,19,86,"19,43,44,45,59,73,86",,False,local
2010901,79.27523205,35.32126171,6,19,86,"19,43,44,59,73,86",,False,local
20239565,227.7922075,38.95089747,5,23,78,"23,24,51,77,78",,False,local
2032632,288.1778501,-29.16299295,3,13,92,"13,27,92",,False,local
2034171,288.2277991,-28.48311664,3,13,92,"13,27,92",,False,local
20436558,283.8138639,30.61877359,8,14,81,"14,26,40,53,54,74,80,81",,False,local
21249791,267.4295057,-47.27655822,4,13,93,"13,39,66,93",,False,local
21253918,267.5756904,-46.40032835,4,13,93,"13,39,66,93",,False,local
21380220,292.0040188,33.97824902,7,14,81,"14,40,41,54,74,75,81",,False,local
21611656,267.586843,-46.88410797,4,13,93,"13,39,66,93",,False,local
21681683,292.2763657,34.36262301,7,14,81,"14,40,41,54,74,75,81",,False,local
21755546,292.2867916,30.29733617,6,14,81,"14,40,41,54,74,81",,False,local
21780369,267.8523986,-42.95100724,2,13,39,"13,39",,False,local
21883641,268.0326873,-43.05881724,2,13,39,"13,39",,False,local
22306932,268.2840084,-43.46672643,4,13,93,"13,39,66,93",,False,local
2234723,79.62980185,33.16464406,8,19,86,"19,43,44,45,59,71,73,86",,False,local
2236015,79.57873335,33.76736675,8,19,86,"19,43,44,45,59,71,73,86",,False,local
22403404,268.3709475,-44.71005884,4,13,93,"13,39,66,93",,False,local
22461871,292.9356381,33.8003377,6,14,75,"14,40,41,54,74,75",,False,local
22493917,268.5034642,-47.27214938,4,13,93,"13,39,66,93",,False,local
22495872,268.39716,-46.82103257,4,13,93,"13,39,66,93",,False,local
22495977,268.4170191,-46.79941828,4,13,93,"13,39,66,93",,False,local
22787333,268.6403974,-45.93750597,4,13,93,"13,39,66,93",,False,local
22787334,268.6769993,-45.93761778,4,13,93,"13,39,66,93",,False,local
22976756,268.8292218,-45.90898308,4,13,93,"13,39,66,93",,False,local
22995632,268.8719712,-43.33376918,4,13,93,"13,39,66,93",,False,local
23205275,268.9826858,-43.6374375,4,13,93,"13,39,66,93",,False,local
23213390,269.0354369,-45.15573116,4,13,93,"13,39,66,93",,False,local
23215535,268.9112037,-45.55720094,4,13,93,"13,39,66,93",,False,local
2333883,79.81893347,34.56473044,7,19,86,"19,43,44,45,59,73,86",,False,local
23399041,269.1527152,-46.12680424,4,13,93,"13,39,66,93",,False,local
23491633,269.3092662,-41.99143515,4,13,93,"13,39,66,93",,False,local
23826331,269.5040511,-44.9070234,4,13,93,"13,39,66,93",,False,local
24004619,163.1364623,45.77783831,2,21,48,"21,48",,False,local
24371322,291.0939274,35.78655097,7,14,81,"14,40,41,54,74,75,81",,False,local
24422764,269.9089145,-44.73163601,4,13,93,"13,39,66,93",,False,local
24491836,269.995017,-46.44372035,4,13,93,"13,39,66,93",,False,local
26489741,291.6997767,50.14549461,12,14,83,"14,15,40,54,55,56,74,75,80,81,82,83",,False,local
26516151,354.7847165,50.47173134,3,17,84,"17,57,84",,False,local
26533207,57.38622869,33.0913704,3,18,86,"18,43,86",,False,local
26542657,291.9060717,50.42391281,13,14,83,"14,15,40,41,54,55,56,74,75,76,81,82,83",,False,local
27335165,213.4513675,38.77936319,3,16,77,"16,50,77",,False,local
27731228,332.1895604,29.28248061,4,15,83,"15,16,56,83",,False,local
27776350,296.2014524,50.11013273,13,14,83,"14,15,40,41,54,55,56,74,75,76,81,82,83",,False,local
27951093,249.832454,-83.98479927,5,12,93,"12,13,39,66,93",,False,local
28016860,66.97810366,43.33109381,2,19,59,"19,59",,False,local
28046109,253.8250674,-84.96339038,4,12,94,"12,13,39,94",94,True,local
28230919,297.7093644,48.08086038,11,14,83,"14,15,41,54,55,56,74,75,76,82,83",,False,local
28329552,29.2104828,25.18046264,4,17,85,"17,42,43,85",,False,local
28340235,67.45702602,42.26787298,2,19,59,"19,59",,False,local
28407127,281.9398878,32.99441851,8,14,81,"14,26,40,53,54,74,80,81",,False,local
28690049,26.68269959,38.92776383,4,17,85,"17,18,58,85",,False,local
29231068,69.33011755,42.66481227,3,19,86,"19,59,86",,False,local
2940839,81.96833281,34.78284371,7,19,86,"19,43,44,45,59,73,86",,False,local
29984131,72.95146657,-69.39915072,39,1,96,"1,2,3,4,5,6,7,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39,61,63,64,65,66,67,69,87,88,90,93,94,95,96","94,95,96",True,local
30268168,74.113495,-69.402222,40,1,96,"1,2,3,4,5,6,7,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39,61,63,64,65,66,67,69,87,88,89,90,93,94,95,96","94,95,96",True,local
30275619,74.07203119,-66.51777101,40,1,96,"1,2,3,4,5,6,7,8,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39,61,62,64,65,66,67,68,87,88,89,90,93,94,95,96","94,95,96",True,local
30349725,285.5084453,-32.74322174,4,13,94,"13,67,92,94",94,True,local
30471979,74.94531958,-67.05520422,40,1,95,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,30,31,32,33,34,35,36,37,38,61,62,63,64,65,66,67,68,69,87,88,89,90,93,94,95","94,95",True,local
30505260,285.832845,-30.13925364,3,13,92,"13,27,92",,False,local
30508512,285.8826487,-31.1090558,5,13,94,"13,27,67,92,94",94,True,local
30761513,75.83454945,-71.82731011,41,1,96,"1,2,3,5,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,35,36,37,38,39,61,62,63,64,65,66,67,68,69,87,88,89,90,93,94,95,96","94,95,96",True,local
30811026,287.5733816,-32.69298418,5,13,94,"13,27,67,92,94",94,True,local
30848598,75.73747208,-68.56685107,41,1,96,"1,2,3,4,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,36,37,38,39,61,62,63,64,65,66,67,68,69,87,88,89,90,93,94,95,96","94,95,96",True,local
30910046,287.6510615,-30.34213418,5,13,94,"13,27,67,92,94",94,True,local
30931288,76.11155865,-67.29522064,38,1,95,"1,3,4,5,6,7,8,9,10,11,13,27,28,30,31,32,33,34,35,36,37,38,39,61,62,63,64,66,67,68,69,87,88,89,90,93,94,95","94,95",True,local
31236325,288.2902213,-32.26680234,5,13,94,"13,27,67,92,94",94,True,local
31300787,288.4725724,-30.856711,5,13,94,"13,27,67,92,94",94,True,local
31496366,288.7913399,-34.74803968,4,13,94,"13,27,67,94",94,True,local
31500603,288.7355909,-32.55039569,5,13,94,"13,27,67,92,94",94,True,local
31532677,89.42611951,-71.17732226,38,1,96,"1,2,3,4,5,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,37,38,39,61,62,63,64,65,67,68,69,88,89,90,94,95,96","94,95,96",True,local
31796120,50.74253214,-70.78866975,22,1,96,"1,2,3,6,10,13,27,28,29,30,33,63,66,67,68,69,87,90,93,94,95,96","94,95,96",True,local
32094209,289.9459797,-33.89026082,4,13,94,"13,27,67,94",94,True,local
32273186,290.1807901,-32.01331157,5,13,94,"13,27,67,92,94",94,True,local
32279509,290.3770198,-30.78485454,5,13,94,"13,27,67,92,94",94,True,local
32363108,290.4903159,-35.5558719,4,13,94,"13,27,67,94",94,True,local
38571020,63.19914437,-64.34757135,41,1,96,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,37,38,39,61,62,64,65,66,67,68,69,87,88,89,90,93,94,95,96","94,95,96",True,local
39074957,139.7110329,36.80257621,2,21,48,"21,48",,False,local
39143349,168.7629435,37.57863854,2,22,48,"22,48",,False,local
40219040,300.4302299,36.79103716,9,14,82,"14,15,41,54,55,74,75,81,82",,False,local
41586601,93.98528804,-70.35716178,39,1,96,"1,3,4,5,6,7,8,9,10,11,13,27,28,29,30,31,33,34,35,36,37,38,39,61,62,63,64,66,67,68,69,87,88,89,90,93,94,95,96","94,95,96",True,local
41675260,301.9299861,39.3606408,8,14,82,"14,15,41,54,55,75,81,82",,False,local
41870248,285.7496539,34.60237424,8,14,81,"14,40,41,53,54,74,80,81",,False,local
42011932,302.263919,40.73560031,8,14,82,"14,15,41,54,55,75,81,82",,False,local
42244951,302.1907179,37.23704287,8,14,82,"14,15,41,54,55,75,81,82",,False,local
44014899,266.0718628,14.4100677,4,26,80,"26,53,79,80",,False,local
47757785,279.9844127,51.09279958,18,14,86,"14,15,25,26,40,41,52,53,54,55,59,74,75,79,80,81,82,86",,False,local
48084398,281.8732458,49.43202285,10,14,82,"14,15,26,40,54,55,75,80,81,82",,False,local
48356677,283.722837,51.30827479,14,14,86,"14,15,26,40,41,53,54,55,59,74,75,80,82,86",,False,local
49052849,270.8259765,-50.41277856,4,13,93,"13,39,66,93",,False,local
49137560,271.1346436,-50.50820941,4,13,93,"13,39,66,93",,False,local
49224134,272.704505,-48.17357093,4,13,93,"13,39,66,93",,False,local
49296796,272.9819141,-51.78936609,4,13,93,"13,39,66,93",,False,local
49390070,273.4694271,-53.30635849,4,13,93,"13,39,66,93",,False,local
49390251,273.4422909,-53.1892523,4,13,93,"13,39,66,93",,False,local
49390558,273.5041216,-53.0195177,4,13,93,"13,39,66,93",,False,local
49534600,273.6939033,-52.81872941,3,13,93,"13,66,93",,False,local
49540533,273.7173362,-49.88089256,3,13,93,"13,66,93",,False,local
50120414,39.89113252,62.43331131,5,18,86,"18,58,59,85,86",,False,local
50360888,40.64915917,61.59353171,4,18,86,"18,59,85,86",,False,local
50849800,41.47842764,65.72640226,5,18,86,"18,19,58,59,86",,False,local
5205367,269.5290779,15.13941927,3,26,80,"26,53,80",,False,local
53085065,88.74093673,59.88836983,4,19,73,"19,59,60,73",,False,local
53847727,14.2907885,34.86405987,3,17,84,"17,57,84",,False,local
55404385,78.0127666,-65.17570981,37,1,96,"1,2,4,5,6,7,8,9,10,11,12,27,28,29,31,32,34,35,36,37,38,39,61,62,63,64,65,67,68,69,87,88,89,90,94,95,96","94,95,96",True,local
55497281,71.71773342,-60.60352738,41,1,96,"1,2,3,4,5,6,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39,61,62,63,64,65,66,67,68,69,87,88,89,90,93,95,96","95,96",True,local
56773241,274.0387127,-41.58102591,3,13,93,"13,66,93",,False,local
57919833,4.706107072,32.25346601,3,17,84,"17,57,84",,False,local
58108085,64.04618605,29.12092524,7,19,86,"19,43,44,59,70,71,86",,False,local
58553534,296.7476931,35.2680966,8,14,82,"14,41,54,55,74,75,81,82",,False,local
61329361,287.5529298,-47.70519754,4,13,94,"13,27,67,94",94,True,local
61381436,287.6996203,-45.62174424,4,13,94,"13,27,67,94",94,True,local
61615041,288.6108538,-46.27342858,4,13,94,"13,27,67,94",94,True,local
61615109,288.6428067,-46.21478009,4,13,94,"13,27,67,94",94,True,local
61794497,289.0161672,-47.72167773,4,13,94,"13,27,67,94",94,True,local
61802871,289.2911464,-44.43090567,4,13,94,"13,27,67,94",94,True,local
62090970,290.4876987,-42.17524879,4,13,94,"13,27,67,94",94,True,local
62491518,270.1785005,-45.78346059,4,13,93,"13,39,66,93",,False,local
62493628,270.141356,-45.31716142,4,13,93,"13,39,66,93",,False,local
63095911,270.669983,-46.08988346,4,13,93,"13,39,66,93",,False,local
63097440,270.5769686,-46.47461505,4,13,93,"13,39,66,93",,False,local
63315583,319.9006431,53.06464549,8,15,84,"15,16,56,57,76,77,83,84",,False,local
63454475,292.8181431,47.48118213,8,14,82,"14,15,40,54,55,74,75,82",,False,local
63522035,271.1064867,-44.43798718,4,13,93,"13,39,66,93",,False,local
63916460,320.7845896,48.51892608,6,15,83,"15,16,56,76,82,83",,False,local
6400274,283.5206343,-51.51599126,3,13,94,"13,67,94",94,True,local
6400304,283.5700597,-51.49410553,3,13,94,"13,67,94",94,True,local
64484444,322.1756842,51.19708861,7,15,84,"15,16,56,57,77,83,84",,False,local
64531935,309.4604524,37.08013598,6,14,82,"14,15,41,55,75,82",,False,local
64581100,322.1795144,49.86849866,4,15,76,"15,16,56,76",,False,local
64704038,309.5546778,39.54707245,5,14,75,"14,15,41,55,75",,False,local
64982329,322.7000135,48.45705523,4,15,83,"15,16,56,83",,False,local
6594598,284.380875,-52.82660634,3,13,94,"13,67,94",94,True,local
65987075,340.4768905,50.27547097,8,16,84,"16,17,56,57,76,77,83,84",,False,local
66277508,311.1790009,39.23631189,6,15,82,"15,41,55,75,76,82",,False,local
66326188,72.92048654,62.11923157,4,19,86,"19,59,73,86",,False,local
66444514,341.2149074,48.27828289,8,16,84,"16,17,56,57,76,77,83,84",,False,local
66445643,341.3863133,48.16158474,8,16,84,"16,17,56,57,76,77,83,84",,False,local
66700467,311.4386817,41.04677719,8,15,83,"15,41,55,56,75,76,82,83",,False,local
67360321,83.568129,40.711955,4,19,86,"19,59,73,86",,False,local
67362286,83.53854512,41.7672991,4,19,86,"19,59,73,86",,False,local
68975924,291.7899426,16.44097382,4,14,81,"14,40,54,81",,False,local
69199037,291.8467486,17.20843299,4,14,81,"14,40,54,81",,False,local
6942395,285.4912825,-52.90759226,3,13,94,"13,67,94",94,True,local
69679391,294.661397,31.21922658,7,14,81,"14,40,41,54,74,75,81",,False,local
69684115,294.5983574,31.89063563,7,14,81,"14,40,41,54,74,75,81",,False,local
69997672,294.8241047,31.95815979,7,14,81,"14,40,41,54,74,75,81",,False,local
70661912,86.92207382,63.30409021,4,19,73,"19,59,60,73",,False,local
70707979,87.38414525,63.32662403,4,19,73,"19,59,60,73",,False,local
70842628,295.3190666,34.4467355,8,14,81,"14,40,41,54,55,74,75,81",,False,local
