astro_id,tic,n_pts,P0,P_bls,t0_bls,snr_P0,snr_bls,dpri,dsec,oe_z,half_period_sig,stale_ratio,weak,catalog_unrelated,single_sector,risk_score,flag,note
1,101179364,21774,1.489064397,1.489181,1654.09541,62.4,77.1,227.1,194.6,18.7,False,1.24,False,False,True,0.45,ok,
3,101404344,21769,0.6512799652,0.653229,1654.45377,2.5,3.9,6.2,5.6,0.6,False,1.58,True,False,True,0.9,stale,
6,101513965,13022,2.796572115,2.79657,1655.90108,10.0,10.3,6.0,19.6,10.1,True,1.02,False,False,True,0.7,half_period,
10,101695924,21665,4.579563707,4.579901,1657.6957,16.7,28.0,31.5,32.5,1.7,False,1.68,False,False,True,0.6,stale,
27,112755167,30985,3.672943346,3.672924,1659.40004,30.6,33.1,32.6,34.4,3.4,False,1.08,False,False,True,0.25,ok,
28,112827315,21559,3.230073218,3.209984,1659.28908,3.5,10.6,16.8,17.6,1.8,False,2.98,False,False,True,0.6,stale,
29,112827464,21559,3.422588018,3.422602,1657.67505,9.8,9.6,29.2,29.3,0.3,False,0.98,False,False,True,0.25,ok,
30,113272112,18321,4.585361449,4.517234,1660.61228,3.9,4.4,3.9,3.0,0.8,False,1.11,True,False,True,0.55,weak,
82,119774374,25453,15.09955815,15.010537,1663.78584,1.2,3.6,7.7,4.6,3.8,False,2.95,True,False,True,0.9,stale,
84,119777368,25483,0.9469885432,0.943817,1654.87402,6.1,9.5,16.7,17.7,0.4,False,1.56,False,False,True,0.6,stale,
85,119822417,25483,6.747581841,6.750799,1654.87961,2.6,24.8,16.7,23.3,0.5,False,9.6,False,False,True,0.6,stale,
86,119881567,25483,2.917125052,2.929618,1655.15163,20.6,64.5,144.7,154.6,9.0,False,3.13,False,False,True,0.6,stale,
91,120396319,25483,2.107436267,2.116955,1655.58318,3.8,3.2,2.2,4.4,1.6,False,0.85,True,False,True,0.55,weak,
113,128710970,13022,4.318202283,4.318217,1658.3436,18.4,19.4,79.7,76.9,3.3,False,1.05,False,False,True,0.25,ok,
115,128798054,21665,3.543443348,3.543418,1656.70988,1354.5,1263.3,4799.4,5467.9,360.9,False,0.93,False,True,True,0.55,ok,
116,128966834,21665,2.005533573,2.005543,1657.25789,8.3,8.4,13.6,10.9,1.5,False,1.01,False,False,True,0.25,ok,
33,113496667,30985,0.3453667591,0.346347,1657.23088,5.0,4.0,19.4,17.8,1.1,False,0.81,True,False,True,0.55,weak,
37,113594232,21559,4.392096913,4.392108,1658.26494,52.5,51.1,51.0,66.2,7.9,True,0.97,False,False,True,0.7,half_period,
61,117934375,37573,2.118814303,2.118465,1654.23765,4.3,41.2,80.0,66.2,13.3,False,9.48,False,False,True,0.6,stale,
62,118191063,37568,2.64871018,2.648731,1655.49996,480.5,507.2,882.8,969.6,49.6,False,1.06,False,False,True,0.25,ok,
65,118274531,28730,0.9294480453,0.929935,1654.26248,4.4,3.7,6.5,7.2,0.6,False,0.84,True,False,True,0.55,weak,
66,118280350,28730,16.32859977,16.328342,1662.63969,72.1,78.1,92.3,83.6,2.1,False,1.08,False,False,True,0.25,ok,
70,118399541,27344,2.045004211,2.045236,1655.29197,5.4,9.7,48.5,52.6,1.5,False,1.78,False,False,True,0.6,stale,
71,118578646,28730,7.596555557,7.596146,1655.72164,141.2,131.9,229.1,281.0,4.1,False,0.93,False,False,True,0.25,ok,
72,118798035,27344,15.26155583,15.369968,1664.01966,0.8,24.0,4.2,25.9,13.7,True,28.36,False,True,True,1.35,half_period,
76,119046610,28730,3.813222167,3.813547,1654.14783,1.6,8.7,8.1,8.8,0.0,False,5.29,False,False,True,0.6,stale,
80,119727527,25483,0.6554028774,0.656014,1654.20259,6.0,6.1,10.6,9.8,0.5,False,1.02,False,False,True,0.25,ok,
81,119727544,25483,0.6555465849,0.655415,1654.21836,1.2,7.7,23.7,27.7,2.5,False,6.18,False,False,True,0.6,stale,
294,61615109,21690,3.488556845,3.488475,1656.71816,29.3,32.8,60.4,42.4,17.0,True,1.12,False,False,True,0.7,half_period,
296,61802871,21690,7.383103958,7.375015,1657.15935,1.5,20.0,17.2,14.3,2.2,False,13.57,False,False,True,0.6,stale,
297,62090970,21690,1.453980832,1.454059,1656.63409,40.7,35.9,50.5,63.9,6.4,True,0.88,False,False,True,0.7,half_period,
307,6400304,18480,0.6056544256,0.606119,1657.49535,8.4,22.2,13.6,12.2,0.8,False,2.65,False,False,True,0.6,stale,
248,31300787,30578,3.477886309,3.474335,1658.26715,2.1,24.3,33.3,26.5,7.0,True,11.62,False,False,True,1.05,half_period,
249,31496366,21559,0.6260673383,0.627201,1657.32952,1.7,10.1,63.8,23.9,28.4,True,5.79,False,False,True,1.05,half_period,
250,31500603,30985,1.113653358,1.113783,1657.80837,5.2,8.8,19.6,12.6,5.0,True,1.7,False,False,True,1.05,half_period,
253,32094209,21559,11.95380968,11.95384,1658.24004,467.3,476.4,504.9,648.5,57.4,True,1.02,False,False,True,0.7,half_period,
273,49296796,27329,0.8618299667,0.861943,1657.74993,3.5,25.3,81.3,84.8,2.6,False,7.15,False,False,True,0.6,stale,
274,49390070,27344,13.4019942,13.396695,1664.83576,1.5,21.8,16.0,19.3,0.1,False,14.5,False,False,True,0.6,stale,
275,49390251,27344,1.230537793,1.228059,1654.72562,2.0,9.6,7.6,3.6,2.5,False,4.71,False,False,True,0.6,stale,
276,49390558,27356,3.616093067,3.615756,1658.31174,16.7,62.5,42.4,62.1,16.2,True,3.74,False,False,True,1.05,half_period,
345,75687169,27344,16.2370498,16.236389,1661.7313,11.2,17.0,7.6,11.4,2.0,False,1.51,False,False,True,0.6,stale,
347,76167206,37450,2.643392622,2.633373,1655.6788,3.2,3.4,2.2,4.8,1.8,False,1.08,True,False,True,0.55,weak,
348,76171166,28730,2.055534086,2.055499,1655.19632,60.5,49.6,66.2,72.0,0.1,False,0.82,False,False,True,0.25,ok,
349,76224662,37529,4.932315738,4.932287,1656.76254,734.0,721.7,953.2,1026.1,61.2,False,0.98,False,False,True,0.25,ok,
350,76227523,37567,2.729866509,2.730043,1656.15856,267.0,364.3,480.6,552.5,40.5,False,1.36,False,False,True,0.45,ok,
353,76440874,27344,0.3386278679,0.338343,1654.0281,3.5,14.6,45.7,40.8,4.0,False,4.24,False,False,True,0.6,stale,
354,76447579,37573,2.232311349,2.224972,1654.5024,2.4,7.2,9.6,6.3,2.2,False,2.98,False,False,True,0.6,stale,
363,80199862,21685,2.351979979,2.352011,1657.67784,20.2,21.1,161.6,169.7,1.4,False,1.05,False,False,True,0.25,ok,
339,74046141,37148,1.807167772,1.807643,1627.14053,5.4,19.4,20.3,25.8,4.4,False,3.57,False,False,True,0.6,stale,
340,74646659,38377,2.862598641,2.860681,1627.45145,2.2,10.5,11.0,14.2,1.8,False,4.77,False,False,True,0.6,stale,
342,75214502,38409,9.892015797,9.889896,1632.02173,3.6,35.0,38.9,31.4,5.6,False,9.75,False,False,True,0.6,stale,
343,75306937,23185,0.9371842984,0.93718,1654.36494,20.5,18.5,71.0,73.6,3.5,False,0.9,False,False,True,0.25,ok,
256,32363108,21559,2.792502588,2.796339,1658.69351,3.7,7.0,14.1,12.3,0.9,False,1.9,False,False,True,0.6,stale,
261,41586601,217952,0.2200143092,0.219951,1325.77398,11.6,10.2,54.8,49.9,3.2,False,0.88,False,False,True,0.25,ok,
270,49052849,27329,7.009920362,7.009615,1660.97327,58.7,60.8,72.2,56.9,2.8,False,1.04,False,False,True,0.25,ok,
271,49137560,27329,0.6358879451,0.634108,1657.53459,3.2,3.4,8.1,8.7,0.5,False,1.04,True,False,True,0.55,weak,
149,142018015,242284,2.734082227,2.734083,1326.98869,38.1,34.3,58.7,51.5,5.5,False,0.9,False,False,True,0.25,ok,
156,143294289,21690,9.340913661,9.341564,1658.71557,103.4,100.1,232.8,165.1,27.6,True,0.97,False,False,True,0.7,half_period,
159,143651157,18492,6.344406239,6.344281,1661.82883,535.1,673.3,649.2,449.5,14.1,True,1.26,False,False,True,0.9,half_period,
160,143768683,18492,2.883329865,2.883396,1658.10956,1166.1,975.6,1833.3,2443.3,544.2,True,0.84,False,False,True,0.7,half_period,
161,143803539,18492,0.8114204144,0.809637,1655.73306,9.6,9.6,34.8,34.6,0.6,False,1.0,False,False,True,0.25,ok,
225,27951093,34201,1.719084707,1.719149,1626.38224,5.8,10.6,12.5,15.9,2.3,False,1.83,False,False,True,0.6,stale,
237,30275619,217758,1.538943528,1.539023,1326.59356,3.4,4.3,7.5,7.9,0.2,False,1.25,True,False,True,0.75,weak,
238,30349725,27078,0.5459031786,0.545801,1657.06812,2.0,2.7,1.5,3.2,1.3,False,1.36,True,False,True,0.75,weak,
559,182894670,18151,12.57233404,12.500259,1669.54786,1.3,1.4,3.1,4.7,1.7,False,1.05,True,False,True,0.55,weak,
562,183981740,35720,0.4128926423,0.412425,1325.75187,171.1,135.2,259.9,276.2,8.5,False,0.79,False,False,True,0.25,ok,
603,200247352,20998,3.338014107,3.338003,1655.97842,146.4,146.7,164.7,159.1,2.7,False,1.0,False,False,True,0.25,ok,
604,201562850,23179,1.518370888,1.518467,1655.27928,1.7,8.3,32.0,35.3,0.3,False,4.94,False,False,True,0.6,stale,
619,218875002,21691,3.192342527,3.192347,1659.3494,32.3,33.0,37.7,43.9,1.0,False,1.02,False,False,True,0.25,ok,
622,219928884,22382,8.828360678,8.828422,1659.42913,686.4,696.2,639.9,638.4,6.8,False,1.01,False,False,True,0.25,ok,
624,219977016,18063,0.6592839503,0.658225,1654.22307,12.5,6.1,18.3,19.5,0.8,False,0.49,False,False,True,0.25,ok,
626,220391499,120426,14.04656488,14.046578,1366.47491,71.2,71.6,46.9,44.5,0.2,False,1.01,False,False,True,0.25,ok,
490,159616938,27078,1.894595313,1.894854,1657.11449,9.6,16.4,26.7,23.9,2.3,False,1.71,False,False,True,0.6,stale,
510,165837238,18321,0.7327613494,0.732431,1657.25557,2.3,6.3,18.5,22.3,2.8,False,2.74,False,False,True,0.6,stale,
514,166225154,22382,6.020964322,6.020963,1657.71503,22.5,22.4,33.2,28.0,1.6,False,0.99,False,False,True,0.25,ok,
517,167125688,200157,1.561228479,1.561235,1355.70593,46.1,46.6,95.9,69.5,20.4,True,1.01,False,False,True,0.7,half_period,
463,150513899,194226,1.884991021,1.884998,1327.45416,19.1,18.1,273.2,306.0,27.4,False,0.95,False,False,True,0.25,ok,
481,158160754,28736,3.705672466,3.706968,1660.4891,7.9,27.8,116.6,125.2,5.4,False,3.51,False,False,True,0.6,stale,
483,158440302,21690,0.2884011733,0.287947,1655.76928,45.4,35.4,129.1,81.3,34.4,True,0.78,False,False,True,0.7,half_period,
484,158441915,21690,2.605340322,2.60512,1657.89211,11.7,21.8,28.5,36.3,5.7,True,1.87,False,False,True,1.05,half_period,
117,129036837,21665,10.45389042,10.452879,1665.281,41.6,42.0,98.7,22.9,44.7,True,1.01,False,False,True,0.7,half_period,
143,140892243,234912,1.68735674,1.687356,1325.79708,110.8,118.5,475.3,312.9,114.9,True,1.07,False,False,True,0.7,half_period,
146,141809360,244254,12.15757001,12.157456,1328.10735,654.2,617.9,720.5,696.5,4.3,False,0.94,False,False,True,0.25,ok,
147,141866704,244508,1.42326042,1.423266,1325.81632,187.3,208.4,695.3,695.1,1.0,False,1.11,False,False,True,0.25,ok,
718,254142627,21559,1.298914768,1.295542,1658.03417,4.4,5.0,2.1,1.8,0.2,False,1.14,True,False,True,0.55,weak,
719,254147986,21559,3.017151567,3.017171,1659.29956,25.8,23.3,51.4,22.5,20.8,True,0.9,False,False,True,0.7,half_period,
720,254220375,21559,4.119187,4.119117,1659.2066,20.9,17.3,33.9,28.9,3.3,False,0.83,False,False,True,0.25,ok,
721,254231029,21559,1.792763171,1.792804,1658.17679,2.8,2.9,18.9,18.9,0.5,False,1.02,True,False,True,0.55,weak,
239,30471979,232415,2.00992496,2.009909,1325.66802,35.7,24.8,67.7,56.9,7.1,False,0.69,False,False,True,0.25,ok,
242,30761513,243488,2.973434944,2.973444,1325.90926,44.0,37.7,33.1,70.9,27.1,True,0.86,False,False,True,0.7,half_period,
243,30811026,30316,1.269900795,1.274342,1658.20264,8.2,4.6,8.0,6.3,1.2,False,0.56,False,False,True,0.25,ok,
244,30848598,244081,1.507827656,1.507841,1326.40267,11.0,10.9,26.2,26.4,0.1,False,1.0,False,False,True,0.25,ok,
544,177239203,242727,18.98506591,18.985078,1334.36505,125.5,129.8,108.3,103.0,1.0,False,1.03,False,False,True,0.25,ok,
545,177285916,218671,6.429543345,6.42956,1332.02829,1283.9,1324.5,3080.2,3074.4,10.7,False,1.03,False,False,True,0.25,ok,
556,181345288,28736,8.005028282,8.011935,1658.16096,4.5,90.4,146.7,32.2,70.3,True,19.91,False,False,True,1.05,half_period,
558,182517224,44973,2.207598299,2.2076,1326.835,8.6,9.7,31.4,26.6,3.4,False,1.13,False,False,True,0.25,ok,
781,267361631,32832,2.665479865,2.66552,1326.23709,5.5,5.7,12.0,12.8,0.8,False,1.04,False,False,True,0.25,ok,
792,268809852,22250,0.5305856245,0.530423,1654.02847,1.9,10.6,11.5,11.7,0.2,False,5.47,False,False,True,0.6,stale,
795,269304135,21559,12.47091395,12.471191,1659.79944,176.2,183.9,417.3,381.1,27.9,False,1.04,False,False,True,0.25,ok,
802,270272800,44307,8.089452061,8.089451,1326.00616,44.4,43.4,33.6,34.8,1.1,False,0.98,False,False,True,0.25,ok,
637,230966413,22382,0.5788122466,0.5883,1654.04513,1.3,4.2,2.7,2.4,0.2,False,3.33,True,False,True,0.9,stale,
638,230967251,26485,14.71273501,14.84412,1659.09095,1.7,435.2,4.1,472.6,289.9,True,255.03,False,False,True,1.05,half_period,
639,231077461,236480,10.59993287,10.599934,1326.97072,2327.6,2241.6,4171.1,3644.2,9.1,False,0.96,False,True,True,0.55,ok,
663,238188289,164209,3.68054836,3.680467,1327.19667,524.0,557.4,973.0,1064.4,68.3,False,1.06,False,False,True,0.25,ok,
752,261261490,142728,3.534268208,3.534317,1327.29138,32.3,46.3,47.4,47.4,1.3,False,1.44,False,True,True,0.75,ok,
754,261562118,57745,3.624915625,3.624938,1328.48882,14.2,11.1,13.3,22.1,6.0,True,0.78,False,False,True,0.7,half_period,
755,261644653,57751,1.42844275,1.428444,1326.55665,19.8,19.2,58.7,53.0,4.6,False,0.97,False,False,True,0.25,ok,
757,261681115,54882,19.8498457,19.849954,1327.50707,1374.1,1439.2,544.5,711.6,113.8,True,1.05,False,False,True,0.7,half_period,
664,238227405,232131,18.60825744,18.608313,1343.28394,282.6,256.7,257.6,270.0,3.9,False,0.91,False,False,True,0.25,ok,
665,238228073,199820,3.271036873,3.216991,1325.54744,1.5,2.2,0.5,2.3,1.4,False,1.4,True,False,True,0.75,weak,
690,246726023,18480,2.181209447,2.190933,1657.5097,4.3,5.7,9.7,4.3,3.7,False,1.32,False,False,True,0.45,ok,
717,254114662,21559,2.696697899,2.697309,1659.54187,3.7,12.9,15.7,15.7,0.6,False,3.48,False,False,True,0.6,stale,
760,262499670,128007,0.6889923652,0.688993,1384.41101,11.1,13.2,30.8,31.3,0.3,False,1.19,False,False,True,0.25,ok,
767,265125520,63418,12.61998204,12.619697,1654.14186,21.8,27.4,17.4,22.1,2.5,False,1.26,False,False,True,0.45,ok,
768,265125525,72284,12.62008868,12.619611,1654.14544,36.4,47.6,33.0,37.9,0.8,False,1.31,False,False,True,0.45,ok,
780,267166845,58623,0.3220774638,0.322089,1626.25443,26.4,51.7,332.7,216.9,81.2,True,1.96,False,False,True,1.05,half_period,
838,277069819,64486,2.025987459,2.026007,1627.37009,4.7,4.2,9.6,7.6,1.2,False,0.91,True,False,True,0.55,weak,
841,277269411,27078,3.06384041,3.064086,1657.60802,6.3,102.4,147.3,146.8,2.5,False,16.33,False,False,True,0.6,stale,
842,277373239,27078,9.398984072,9.400632,1663.61864,9.6,87.5,106.4,27.8,28.2,True,9.1,False,False,True,1.05,half_period,
843,277373256,27078,9.399534924,9.400558,1658.70343,6.5,39.3,51.1,36.8,4.9,False,6.07,False,False,True,0.6,stale,
907,292125277,27329,10.72899764,10.727611,1659.91991,21.1,22.3,37.6,30.7,3.6,False,1.06,False,False,True,0.25,ok,
908,292127048,20006,3.974060763,3.974283,1660.92786,15.1,15.9,33.2,26.1,2.6,False,1.06,False,False,True,0.25,ok,
910,292127687,27356,1.851391997,1.851432,1657.94707,142.2,130.9,429.2,216.9,161.7,True,0.92,False,False,True,0.7,half_period,
911,292214881,28070,0.3195427575,0.319399,1657.48621,34.4,35.8,84.3,83.2,1.9,False,1.04,False,False,True,0.25,ok,
518,167164631,231695,0.4123406722,0.41234,1325.84221,27.0,25.7,55.9,59.7,2.5,False,0.95,False,False,True,0.25,ok,
520,167343398,227789,2.184345557,2.18435,1327.6382,231.2,205.6,572.9,587.1,11.8,False,0.89,False,False,True,0.25,ok,
524,167651110,245363,7.001362564,7.001317,1328.8542,1720.9,1727.9,5305.5,5263.8,37.4,False,1.0,False,False,True,0.25,ok,
525,167811273,199490,2.7931543,2.793136,1328.16225,12.6,11.4,10.6,11.5,0.6,False,0.9,False,False,True,0.25,ok,
724,255766847,27317,1.450421406,1.454433,1654.36489,1.5,9.9,14.5,17.6,1.9,False,6.73,False,False,True,0.6,stale,
743,260297394,215501,0.7900923904,0.790094,1325.74169,128.7,163.1,381.2,288.3,69.1,True,1.27,False,False,True,0.9,half_period,
744,260472863,201890,1.565931278,1.565957,1327.09628,7.8,7.8,9.9,8.2,1.0,False,1.0,False,False,True,0.25,ok,
745,260504114,187725,8.41835638,8.418186,1332.50743,14.7,14.8,10.2,13.1,2.0,False,1.01,False,False,True,0.25,ok,
867,281494116,126744,2.307401756,2.30741,1385.18414,53.6,47.0,75.4,87.8,7.4,False,0.88,False,False,True,0.25,ok,
895,290356815,45372,4.019159292,4.01964,1628.96138,3.1,11.6,10.9,11.7,0.1,False,3.73,False,False,True,0.6,stale,
897,290552720,34925,10.93556599,10.931869,1630.212,2.7,7.5,35.1,37.7,1.7,False,2.73,False,False,True,0.6,stale,
898,290653746,65191,0.7594632221,0.759461,1325.82735,9.5,10.1,15.6,15.8,0.1,False,1.06,False,False,True,0.25,ok,
848,278225267,27078,3.761867243,3.760582,1659.78783,2.4,32.6,41.0,30.3,2.9,False,13.82,False,False,True,0.6,stale,
849,278271171,81736,1.976039299,1.976034,1599.31906,21.1,14.6,19.7,15.2,2.9,False,0.69,False,False,True,0.25,ok,
851,278542841,76441,3.409945055,3.369004,1600.56871,1.1,5.1,10.7,11.1,0.3,False,4.44,False,False,True,0.6,stale,
854,278990501,235495,12.49073339,12.49076,1326.362,1562.8,1505.1,2220.8,2268.9,6.1,False,0.96,False,False,True,0.25,ok,
921,293525651,57751,1.359500145,1.359498,1325.88987,28.0,25.2,113.1,109.2,1.6,False,0.9,False,True,True,0.55,ok,
923,293664120,30813,0.5901964804,0.589546,1627.63227,3.0,3.8,4.9,4.8,0.1,False,1.24,True,False,True,0.75,weak,
927,294059397,46472,0.6667432673,0.66736,1627.73906,32.8,20.3,158.8,128.6,24.2,False,0.62,False,False,True,0.25,ok,
929,294148079,55155,1.749827126,1.749874,1629.14106,91.6,91.0,193.0,190.4,1.5,False,0.99,False,False,True,0.25,ok,
811,271975434,221625,28.23634159,28.236369,1335.82405,1645.1,1759.4,1985.7,1936.2,210.6,False,1.07,False,False,True,0.25,ok,
834,276645751,50803,0.7476952554,0.748452,1626.33213,20.2,9.5,16.2,12.9,2.1,False,0.47,False,False,True,0.25,ok,
836,276936320,213862,2.900299904,2.900239,1326.40598,6.6,5.6,8.5,13.1,3.1,False,0.86,False,True,True,0.55,ok,
837,276977291,69918,0.5377084054,0.537684,1626.1971,3.2,7.6,13.2,12.4,0.6,False,2.4,False,False,True,0.6,stale,
914,292776690,62889,1.365516457,1.368305,1626.31312,2.2,8.5,8.3,11.4,2.1,False,3.77,False,False,True,0.6,stale,
916,293328247,43960,2.199048159,2.199128,1629.48633,59.9,97.7,136.5,138.7,3.0,False,1.63,False,False,True,0.6,stale,
917,293331179,40142,0.793311154,0.794181,1628.11088,5.1,6.8,8.5,11.2,1.8,False,1.33,False,False,True,0.45,ok,
920,293480909,69375,7.569459502,7.569446,1330.98878,149.1,129.8,127.6,114.9,7.2,False,0.87,False,False,True,0.25,ok,
805,270429419,75938,11.88431526,11.884356,1602.45161,41.5,43.9,52.6,40.2,4.3,False,1.06,False,False,True,0.25,ok,
807,270507297,147626,1.228244283,1.228271,1326.00608,13.4,13.5,22.3,19.1,2.4,False,1.01,False,False,True,0.25,ok,
809,271903247,199146,1.810839545,1.810831,1326.4528,68.6,74.0,250.2,246.1,1.0,False,1.08,False,False,True,0.25,ok,
810,271905978,244775,10.92402451,10.92397,1360.06348,125.4,108.1,142.0,136.7,1.1,False,0.86,False,False,True,0.25,ok,
936,294611659,46791,0.66540603,0.664212,1627.55988,50.1,47.9,256.5,256.9,1.5,False,0.96,False,False,True,0.25,ok,
938,294765664,55206,1.789107257,1.789067,1628.29693,50.5,51.4,76.9,97.1,11.5,True,1.02,False,False,True,0.7,half_period,
940,294890615,55961,3.627956769,3.628167,1630.78741,20.6,25.5,41.3,31.3,6.9,True,1.24,False,False,True,0.9,half_period,
941,295125030,55080,3.096969286,3.096779,1627.84889,103.8,182.6,222.3,296.0,57.9,True,1.76,False,False,True,1.05,half_period,
942,295125033,55080,3.096939639,3.096779,1627.84855,124.8,215.8,218.7,294.6,59.4,True,1.73,False,False,True,1.05,half_period,
944,295169431,55687,0.6944640768,0.694481,1627.51522,8.6,9.0,33.1,34.2,0.6,False,1.05,False,False,True,0.25,ok,
945,295174363,55111,8.004933809,8.029752,1628.37732,2.3,597.8,866.6,-0.3,579.8,True,265.37,False,False,True,1.05,half_period,
948,295313132,47444,2.513114727,2.508757,1629.00055,1.5,4.3,4.3,3.0,1.0,False,2.95,True,False,True,0.9,stale,
856,279322913,222178,18.86802954,18.868184,1337.64246,40.6,51.3,35.0,40.9,4.3,False,1.26,False,False,True,0.45,ok,
860,279510159,256059,13.63218738,13.632049,1358.75117,36.3,37.0,266.6,288.0,11.4,False,1.02,False,False,True,0.25,ok,
861,280053651,86032,15.3363046,15.336093,1338.01909,105.9,123.1,252.9,240.3,4.7,False,1.16,False,False,True,0.25,ok,
865,280867169,84203,2.647393712,2.647391,1412.81656,116.9,126.7,351.8,349.7,2.0,False,1.08,False,False,True,0.25,ok,
991,303994011,25483,1.424299931,1.424264,1654.22206,40.8,48.6,90.5,146.8,42.8,True,1.19,False,False,True,0.7,half_period,
993,304274584,55180,3.964746232,3.964548,1656.04859,16.5,18.1,96.0,98.2,4.9,False,1.09,False,False,True,0.25,ok,
995,304548927,28736,0.5154930879,0.515133,1657.34182,11.1,12.6,138.5,139.8,0.5,False,1.14,False,False,True,0.25,ok,
996,304622998,28736,6.446859401,6.419257,1661.99048,3.4,6.5,15.7,2.6,8.6,True,1.9,False,False,True,1.05,half_period,
984,303614800,51070,3.679068237,3.654774,1655.00446,3.4,3.2,4.3,1.9,1.6,False,0.93,True,False,True,0.55,weak,
985,303785997,51068,1.787194352,1.784249,1655.19844,1.7,3.5,3.5,0.5,2.1,False,2.07,True,False,True,0.9,stale,
987,303841100,51818,5.647294915,5.647939,1655.61649,343.9,572.3,1124.3,969.2,45.9,False,1.66,False,False,True,0.6,stale,
988,303842892,45919,0.5930506429,0.593304,1654.52786,2.7,4.6,11.8,10.4,0.9,False,1.7,True,False,True,0.9,stale,
931,294200509,30902,0.5015852808,0.502288,1627.5339,1.2,1.6,-0.1,-1.4,0.9,False,1.36,True,False,True,0.75,weak,
932,294299078,46487,2.187963357,2.1877,1628.93799,3.7,11.9,16.4,17.4,0.7,False,3.21,False,False,True,0.6,stale,
933,294325257,156623,0.6764736709,0.676472,1384.14354,16.1,18.7,42.0,39.0,2.0,False,1.16,False,False,True,0.25,ok,
935,294396667,134032,1.306907604,1.306925,1384.1334,29.3,28.9,68.9,314.9,174.6,True,0.99,False,False,True,0.7,half_period,
977,301896030,49461,5.327343402,5.327249,1630.42071,492.5,487.8,748.0,789.2,18.7,False,0.99,False,False,True,0.25,ok,
978,301897558,53537,7.629377716,7.56562,1628.49163,0.6,4.1,3.4,4.8,0.7,False,6.82,True,False,True,0.9,stale,
979,301956342,53310,2.165089012,2.165291,1628.87008,7.0,18.9,30.6,17.4,8.7,True,2.69,False,False,True,1.05,half_period,
982,302988499,113236,3.163553113,3.163555,1493.07105,90.7,90.9,116.8,115.8,0.2,False,1.0,False,False,True,0.25,ok,
1006,305765400,34921,1.070539217,1.070918,1626.95498,4.0,15.8,20.1,25.6,2.9,False,3.98,False,False,True,0.6,stale,
1009,305942749,26625,0.8331463952,0.833165,1626.64244,39.9,38.0,197.2,155.3,27.7,True,0.95,False,False,True,0.7,half_period,
1011,306103027,37376,3.264725377,3.266765,1626.97291,3.7,15.7,39.4,44.1,9.8,False,4.2,False,False,True,0.6,stale,
1012,306103891,37364,0.6580350415,0.65816,1626.59264,2.3,5.6,11.5,12.7,0.8,False,2.41,False,False,True,0.6,stale,
997,304729610,63835,1.142649443,1.140425,1654.76723,2.2,5.4,5.0,5.6,0.4,False,2.42,False,False,True,0.6,stale,
998,304729846,63855,8.051877055,8.111901,1659.71792,3.0,2.4,0.8,0.7,0.0,False,0.8,True,False,True,0.55,weak,
999,304862653,64052,0.4002711361,0.400287,1654.0125,5.1,15.2,160.5,163.0,2.0,False,2.99,False,False,True,0.6,stale,
1005,305761174,31076,0.8072269517,0.807238,1626.76991,19.4,17.7,70.9,73.4,1.2,False,0.91,False,False,True,0.25,ok,
1022,306981323,51287,3.113770179,3.113626,1628.18356,54.6,99.0,154.8,107.6,39.6,True,1.81,False,False,True,1.05,half_period,
1024,307153959,46871,0.6303377874,0.630357,1626.95087,5.3,7.3,14.8,13.0,1.2,False,1.4,False,False,True,0.45,ok,
1032,309959700,48534,2.427326752,2.42534,1627.7229,2.4,4.1,3.5,1.7,1.2,False,1.69,True,False,True,0.9,stale,
1034,310419795,48475,2.928003849,2.927743,1627.9756,3.6,18.9,10.0,29.4,12.9,True,5.33,False,False,True,1.05,half_period,
1035,310509626,48545,1.409801177,1.409568,1628.13553,6.0,18.7,26.5,23.6,2.3,False,3.1,False,False,True,0.6,stale,
1036,310801704,52968,10.14720704,10.146412,1630.19362,4.2,14.0,20.7,17.3,6.3,False,3.37,False,False,True,0.6,stale,
1037,310855797,40627,1.500252991,1.500246,1628.09571,234.9,266.8,380.4,461.3,48.0,False,1.14,False,False,True,0.25,ok,
1038,310855822,40627,1.500093938,1.500245,1628.08583,60.9,52.7,82.2,98.8,10.3,False,0.87,False,False,True,0.25,ok,
959,299778628,55113,29.87679382,29.876726,1335.88635,430.8,438.6,8.3,15.9,3.5,False,1.02,False,False,True,0.25,ok,
963,300019694,13019,7.492737619,7.500409,1659.20516,10.8,28.5,13.1,16.4,1.3,False,2.65,False,False,True,0.6,stale,
965,300086757,221324,7.543056845,7.543043,1327.85097,30.1,27.7,25.4,28.2,2.8,False,0.92,False,False,True,0.25,ok,
967,300291839,232656,9.250459633,9.250395,1330.27752,49.6,52.4,35.4,38.1,1.5,False,1.06,False,False,True,0.25,ok,
1050,311699919,41146,2.037788352,2.037803,1627.75933,16.5,17.1,114.7,116.4,0.0,False,1.04,False,False,True,0.25,ok,
1051,311859088,44884,0.6955241568,0.695549,1628.04919,5.2,11.0,24.3,19.3,3.8,False,2.11,False,False,True,0.6,stale,
1052,311861272,36537,12.96455965,13.01788,1639.38893,3.7,12.3,9.6,6.0,3.0,False,3.35,False,False,True,0.6,stale,
1056,311957752,54533,8.083735136,8.083468,1635.40115,96.4,217.8,117.8,100.6,2.0,False,2.26,False,False,True,0.6,stale,
