TIC,Per,e_Per,BJD0,Morph
0185059488,0.7397428,4.3419593e-06,1693.409218,0.533
0027844498,4.4214428,0.00020559542,1685.938802,0.676
0353854078,5.16969,1.3051586e-06,1932.115005,0.594
0121460104,0.3783745,1.1644014e-06,1683.705278,0.742
0121604042,4.4423249,0.00019013013,1684.994944,0.183
0356340346,23.8543071,3.6796005e-05,1703.874749,0.103
0122606463,6.9433642,0.00033949541,1691.56545,0.25
0084628518,2.7707179,0.00034941752,1684.631514,0.439
0298734307,0.9442714,1.5525334e-07,1684.204006,0.659
0271548206,7.4487459,0.00075554394,1687.434082,0.215
0230386284,0.3414933,2.041788e-07,1683.492533,0.559
0199688472,1.4412123,1.3936238e-05,1687.984095,0.368
0158794976,0.7728167,1.3173019e-05,1683.810714,0.705
0027307817,14.5841729,0.0057383894,1689.056125,0.685
0351287412,10.1335397,0.00017046727,1690.27206,0.083
0184947995,3.4792304,0.00023573224,1682.508438,0.323
0121124831,4.2308781,0.00048798724,1686.175766,0.435
0441739153,3.2100707,1.437826e-06,1686.352529,0.387
0159220329,1.7304031,2.5680595e-05,1683.568991,0.616
0137408317,3.723624,0.00033076906,1686.877354,0.589
0122070918,1.0648122,5.2936399e-05,1684.02564,0.697
0027915909,10.6742332,0.00025092235,1686.647162,0.111
0269696438,2.9789099,1.2707755e-05,1687.064681,0.298
0160268882,1.2709971,2.8784966e-06,1684.446504,0.922
0123416563,0.5807305,9.3278539e-08,1683.701164,0.642
0362259855,0.8847618,6.583461e-07,1930.916102,0.672
0424439457,11.5549155,2.2954015e-06,1689.214515,0.08
0121119758,2.302614,0.00060225633,1683.747204,0.755
0138430438,5.7768454,0.00017615932,1686.892296,0.327
0389916225,0.550877,4.2063259e-08,1930.028726,0.666
0233679640,4.3980286,9.3990815e-05,1932.217421,0.66
0085711393,2.0629492,0.00012783554,1684.303702,0.483
0198555959,4.1920513,0.00019269645,1685.323695,0.266
0358613523,1.3283366,2.2389702e-06,1684.686484,0.545
0229914020,0.6760076,4.0464384e-06,1930.956454,0.605
0159716878,16.6002043,1.8175377,1675.857966,0.143
0090349611,3.8896054,3.6145476e-05,1684.208055,0.599
0295802147,1.6537537,3.7858867e-05,1683.529469,0.488
0268305489,1.2621621,5.4210611e-05,1683.702641,0.463
0148914403,18.2901954,2.2495487e-05,1690.492994,0.081
0356630364,0.5567699,1.9764298e-06,1686.499491,0.512
0229476285,1.0964623,6.0604702e-06,1883.003761,0.433
0164524541,0.3150328,1.8391744e-07,1683.737611,0.844
0093316328,0.5157767,5.7812521e-06,1683.684777,0.594
0256512446,8.0561111,5.2785314e-05,1684.599738,0.207
0271773721,21.5732146,0.0012424742,1694.919465,0.2
0165991532,51.4178453,7.3571487e-06,1696.023992,0.064
0394131772,0.8190913,0.0001511614,,0.435
0458481461,2.8067683,1.778052e-06,1900.252721,0.572
0137152301,0.4919965,8.1665679e-06,1683.808102,0.767
0123357952,0.4277815,0.00057136861,1683.75647,0.685
0122446076,1.5194849,3.5860711e-06,1683.8411,0.572
0420114772,3.2350644,4.1013703e-06,1685.234891,0.274
0026489741,4.9334845,0.00013923148,1685.94847,0.388
0229940491,37.4597626,0.00050657436,1699.056187,0.064
0237200747,14.3034955,4.1744317e-05,1687.05194,0.061
0353650675,1.2461864,1.410428e-05,1683.658463,0.51
0272839425,0.3602724,1.7418854e-06,1683.690822,0.908
0147625755,0.6758391,6.9127613e-08,1711.916673,0.627
0041536849,1.9144331,0.00053006379,1683.203133,0.441
0288391801,0.3905846,4.4525482e-08,1683.521842,0.784
0356199330,0.3466258,1.0756797e-07,1683.541259,0.965
0158561566,6.7899645,0.00024765573,1690.175298,0.332
0392536805,8.4097582,6.5532646e-05,1687.632009,0.19
0267990226,3.2819533,0.00026935081,1684.309964,0.917
0123042728,1.3128307,5.6845773e-05,1684.237741,0.635
0048507019,5.3953039,0.00015287357,1687.368173,0.297
0273373712,3.4039084,4.8357332e-05,1685.403798,0.469
0375160191,0.790414,3.2686143e-05,1683.992117,0.526
0120626764,0.9612907,7.9264405e-07,1684.278097,0.616
0416264037,1.159962,5.4816066e-05,1684.142487,0.625
0365936982,5.221787,1.3431079e-06,1686.423632,0.232
0377251803,0.5713695,2.4443865e-07,1683.886614,0.931
0233574062,0.2995439,5.3831492e-06,1683.585131,0.904
0169814134,0.7078464,1.1357752e-06,1683.536492,0.827
0219707463,4.507086,2.5052337e-06,1684.214,0.181
0063071165,13.6839133,4.8124229e-05,1690.174385,0.085
0013968858,3.4855938,2.9369071e-05,1684.772353,0.625
0272598447,2.7770349,3.7957217e-05,1685.99143,0.324
0406951407,0.3618184,2.5132198e-06,1683.642619,0.759
0229687624,0.6176007,4.996382e-07,1900.871374,0.808
0311945765,0.4979736,1.9483321e-06,1683.750929,0.646
0279918206,1.0837379,1.331595e-06,1684.348796,0.398
0155657579,0.1840702,1.5612839e-06,1683.533784,0.602
0270700608,23.8710646,0.018135529,1688.824719,0.205
0122224804,2.9764739,0.00025304054,1685.985385,0.412
0312230566,1.9506652,9.1246133e-05,1684.09015,0.597
0268380299,8.4808361,0.000365868,1691.706044,0.283
0417126296,10.0364773,0.00029158611,1687.752238,0.209
0275576176,15.6440504,0.016491516,1690.831863,0.19
0086385104,2.3232208,3.9714725e-06,1684.799547,0.511
0159444225,0.2839962,3.1332511e-06,1683.595788,0.697
0120315082,2.873597,2.5870655e-05,1684.108026,0.275
0047762157,1.0690084,5.4983517e-05,1683.245995,0.674
0273501820,1.6554549,1.2425578e-05,1684.318321,0.576
0377296926,0.4313879,6.3869948e-08,1683.822857,0.844
0063291675,8.0982073,0.00016929424,1685.105032,0.188
0372758722,1.9780973,2.7119948e-06,1817.3678,0.418
0272368236,5.3044546,0.0016496524,1687.128763,0.693
0355978205,0.89109,1.3692686e-06,1684.886716,0.5
0237114978,0.3240331,9.2186263e-08,1684.044148,0.973
0185060842,0.8248662,1.2021692e-05,1683.885303,0.502
0301063488,7.3583242,0.022733406,1690.412334,0.23
0394179202,7.4241532,0.0013538708,1687.656312,0.211
0159723646,1.0731048,1.4179137e-06,1684.409041,0.627
0158272742,1.4009849,1.6033376e-06,1683.690853,0.608
0272650576,16.256743,1.8263204e-05,1878.029124,0.077
0164461124,1.3862532,8.4365956e-07,1683.662078,0.565
0272369124,27.8007538,0.00091254163,1704.359452,0.08
0287151976,1.5709936,5.8812579e-06,1683.740749,0.612
0040288117,1.6948229,2.4480744e-05,1685.509543,0.669
0198416591,0.3387332,2.2490942e-07,1683.427741,0.865
0138505004,2.2992573,1.629883e-06,1684.266998,0.469
0272841995,0.4452789,4.0143494e-07,1683.695881,0.703
0219109908,0.4240272,2.1275895e-06,1683.596623,0.855
0229751802,0.5162551,9.4312292e-08,1683.408273,0.622
0275658545,2.9846113,1.1840569e-05,1683.78349,0.987
0071531463,15.336607,0.0012119214,1686.30564,0.204
0256298934,0.5225054,3.4117983e-08,1683.819324,0.719
0299160301,5.9369062,0.00027968066,1685.678726,0.289
0435715608,2.3886147,9.5111233e-05,1684.321976,0.321
0356015357,11.2594893,6.3363904e-06,1939.340668,0.122
0273131564,7.8631235,0.00062553186,1684.04548,0.164
0273885188,0.9427823,1.3866543e-05,1684.035444,0.674
0164463075,0.3846784,1.4229323e-06,1684.414798,0.692
0229771234,0.8209585,2.9978254e-07,1931.061586,0.722
0016740101,1.4811061,4.1514784e-05,1684.889517,0.575
0156169159,0.7452159,2.342407e-06,1683.852263,0.629
0160472514,6.168627,0.00018616829,1901.432763,0.579
0233532554,2.8312777,5.0496812e-06,1685.289225,0.548
0284461108,0.3495299,4.1545401e-07,1738.893075,0.644
0121022559,1.297756,1.1395791e-05,1683.510527,0.496
0233904049,0.3112479,2.3254824e-06,1683.648806,0.734
0270616815,3.0447351,3.9663991e-05,1686.135154,0.546
0274129522,8.2093983,3.669522e-05,1685.973462,0.134
0239290086,0.3681596,1.9605541e-07,1684.478867,0.77
0232629077,3.6550019,1.7343061e-07,1684.365404,0.159
0239291500,1.6130338,1.0556792e-05,1684.359844,0.562
0273373040,0.8431663,2.2159165e-05,1683.994977,0.547
0104909909,2.5737914,0.00013492262,1684.406924,0.472
0310994603,1.1611667,1.2082477e-06,1712.317081,0.934
0121121622,4.1007475,0.00024684847,1683.726827,0.493
0268387175,2.1639195,6.36361e-06,1684.268088,0.621
0219900027,0.5152647,7.9311228e-07,1683.750363,0.684
0290032774,0.5778514,1.2410043e-06,1683.884458,0.673
0121463130,0.5085862,6.6117906e-05,1683.737786,0.617
0280033918,0.2787728,1.5865694e-07,1683.501992,0.799
0159573299,10.8828219,0.00031284259,1687.466348,0.131
0090616971,1.6736565,0.0013883022,1685.15588,0.424
0184089083,0.3784421,3.5649555e-06,1683.242984,0.784
0171970567,1.9213507,0.00012885647,1694.730662,0.307
0048084398,2.1218069,1.3253702e-06,1685.58884,0.554
0164557531,2.6963007,3.3538766e-07,1684.267496,0.493
0336405638,7.3251549,7.0533787e-06,1688.386932,0.169
0160618494,4.2618619,6.6009501e-06,1931.830566,0.205
0147576476,2.2195336,8.791755e-07,1684.792069,0.578
0164674992,2.2139641,9.6204897e-07,1685.025523,0.571
0164646288,0.7337361,5.0556409e-08,1683.592204,0.657
0120826084,3.3021605,0.00076136907,1684.656753,0.484
0356896550,1.9013188,8.4933452e-06,1929.960868,0.746
0342025025,0.4650738,8.3841798e-06,1683.505341,0.518
0288471108,3.1325803,4.6818799e-06,1933.162116,0.421
0359677968,0.617472,9.9578958e-08,1900.332854,0.752
0420137341,0.3758511,4.0407348e-07,1931.550424,0.883
0405685992,9.5741104,0.00080860981,1692.279722,0.183
0137551461,0.9790534,4.0963654e-05,1684.143315,0.564
0378089068,3.8996152,0.00014086749,1683.505746,0.4
0243352373,0.3342969,9.9226611e-09,1683.995097,0.783
0229975095,5.1853753,2.3779506e-05,1685.584511,0.272
0110981024,1.9793094,0.00017061432,1684.253007,0.623
0122304494,2.9216405,1.8729787e-05,1685.986735,0.426
0164677806,2.2236991,0.00022449868,1685.258431,0.71
0273629437,3.1463303,3.3568899e-05,1685.942111,0.619
0272609309,1.5592014,1.1970815e-05,1684.191052,0.634
0416635004,19.406274,0.00019224752,1689.486885,0.041
0259006185,1.9396542,1.6227451e-06,1901.860148,0.346
0219750638,0.4075024,1.9440779e-07,1929.657454,0.77
0268299560,8.7526476,0.00020555875,1691.68757,0.142
0377192659,1.8172398,7.8122522e-07,1684.652068,0.507
0121108244,0.3951054,2.3415609e-06,1683.569751,0.703
0224607716,0.5107739,5.8197704e-07,1929.895819,0.885
0012915124,3.1642751,3.0835859e-05,1684.26038,0.524
0123201406,2.4064013,0.00053885337,1686.037195,0.33
0158431889,0.5725308,1.6242709e-06,1683.891671,0.663
0376067182,3.1777595,4.0011771e-05,1683.903889,0.234
0239309691,0.321014,3.6733177e-06,1683.345522,0.718
0282368998,0.5689828,6.4307579e-07,1683.756521,0.627
0256327585,13.4947763,8.9210831e-05,1684.836718,0.165
0357719182,2.6225919,5.9228292e-05,1685.368329,0.44
0028306907,0.3453998,5.9900039e-06,1683.222507,0.93
0229495981,9.0416491,2.1641361e-05,1873.932458,0.204
0063006634,1.9948817,2.9505074e-05,1684.985985,0.644
0229585356,1.4195973,1.3038272e-05,1684.63895,0.557
0137310514,4.0534101,0.00026368601,1683.912869,0.408
0184298625,9.5412426,0.00080665868,1686.179,0.142
0353939279,4.527293,8.3172704e-05,1930.403852,0.737
0339185356,5.2903608,0.00019576023,1684.154646,0.195
0313025849,0.3209361,8.0944469e-07,1683.498043,0.894
0270698296,1.2193384,9.6607098e-06,1683.886961,0.611
0172422394,4.8085483,3.1239938e-05,1688.202314,0.417
0364965655,0.2642641,1.5234319e-06,1683.724975,0.742
0063449090,2.4419957,7.6328107e-06,1684.280752,0.36
0239262664,2.0214744,3.050263e-05,1683.606962,0.368
0288507910,16.6954722,4.5712528e-05,1873.584841,0.078
0193537392,0.1647381,8.7224544e-07,1683.461354,0.537
0172431974,1.1722583,6.1447793e-06,1684.419825,0.583
0219807735,21.7328313,0.020964599,1919.559574,0.673
0198388252,0.395161,4.0742078e-08,1683.771365,0.798
0164552564,5.5889647,0.016315781,1687.829303,0.466
0268289462,3.5050448,0.00019517635,1682.908634,0.447
0184246521,2.4702848,1.2147174e-05,1686.503789,0.576
0270517432,33.8587708,0.0024111994,1694.167564,0.333
0089522181,2.3470297,5.9689039e-05,1684.237323,0.371
0362791996,4.0629365,0.00049907795,1685.545318,0.362
0271877841,4.0749389,1.9482126e-05,1686.97874,0.375
0157999789,26.141053,0.0006165151,1831.154705,0.015
0268297677,0.8851284,7.7874501e-07,1683.295841,0.644
0099813351,16.373828,0.0014899827,1684.474844,0.21
0356150515,0.6121521,4.1621121e-08,1683.778079,0.771
0421334320,17.805892,4.4063793e-05,1686.205977,0.034
0441804674,4.2699202,0.00013865937,1689.832143,0.777
0012494582,0.8309453,8.046376e-07,1684.023707,0.648
0229461186,0.4026659,6.527021e-07,1683.970486,0.756
0219859691,0.4457637,1.2016228e-07,1929.60796,0.678
0122446960,18.6112781,0.0014416716,1689.255831,0.07
0159047480,11.6041297,0.00049352225,1694.786868,0.158
0157889314,1.4327737,2.5688977e-07,1683.933257,0.581
0026656583,0.5276908,5.0640121e-06,1683.886433,0.628
0138650903,2.5274296,2.9148648e-06,1684.15459,0.317
0042244951,4.2820417,0.0024642371,1687.014496,0.6
0271040768,20.7353455,0.0019898105,1697.921127,0.139
0157770450,3.289459,0.00012090156,1685.31009,0.575
0230530979,2.8220198,0.00010260251,1683.674811,0.515
0273874851,2.0451585,2.3565245e-05,1683.480851,0.555
0137408962,0.7770084,1.5807633e-05,1683.880463,0.518
0312486827,3.8341504,0.00015044835,1686.051484,0.616
0271164763,0.1257648,4.4316743e-07,1683.46447,0.604
0040102236,0.3816918,2.4568497e-06,1683.577509,0.976
0164784457,1.2503663,2.3851379e-05,1684.652694,0.533
0378395625,2.560754,0.0001312971,1683.754032,0.753
0048499902,7.5811853,0.0001773979,1687.042565,0.572
0232634196,1.251103,3.0303939e-07,1683.795421,0.661
0030714849,15.0688612,0.56559046,1683.243361,0.118
0273872891,0.6606801,3.3576282e-06,1683.542342,0.762
0136732283,1.2918663,0.00026685833,1683.930643,0.424
0269031095,7.0094462,4.5174267e-05,1684.851394,0.365
0379215982,6.772373,0.00026642348,1686.440298,0.18
0233735068,7.6868682,5.2639121e-05,1929.616689,0.209
0164781045,4.7038964,4.0806619e-06,1688.062453,0.372
0121122016,13.850315,0.14442404,1684.969502,0.224
0089761288,6.5232288,0.0042387799,1687.116905,0.714
0063126950,30.2993098,0.0027715807,1707.737028,0.132
0377192675,1.8183809,5.1477939e-05,1684.624233,0.401
0298421458,1.4993827,9.5711623e-07,1684.133163,0.589
0273583841,1.169539,1.1508594e-05,1683.78743,0.824
0353894978,3.3418257,8.6822166e-07,1685.64385,0.43
0063074282,5.3318272,6.098057e-05,1686.179347,0.408
0289722957,2.2183026,3.5768301e-07,1684.991259,0.536
0277473207,2.5285319,0.0027355375,1685.60297,0.483
0367681735,0.2567958,2.1046334e-08,1687.865416,0.796
0040244907,3.3178238,4.9984331e-06,1685.486551,0.548
0121866154,9.4556658,0.00071381745,1692.173177,0.26
0073884611,1.6400715,0.00057407519,1683.957875,0.548
0158491288,12.0835487,6.6666941e-05,1694.344571,0.204
0233079659,0.2418013,1.1436835e-06,1683.691678,0.823
0273043307,3.5563519,7.724225e-05,1686.57769,0.541
0011119600,1.2211942,5.7111933e-06,1683.732028,0.532
0230063769,8.2614364,3.8612501e-06,1872.331339,0.149
0257002707,0.3770863,8.6314216e-08,1683.288097,1.023
0295804815,1.528515,1.1665352e-06,1684.344475,0.535
0329248002,3.108905,5.6749879e-07,1683.838851,0.498
0115481900,3.3060948,0.00086195142,1684.989858,0.604
0042705187,2.1303275,0.00021038491,1684.249031,0.62
0142308209,4.5518823,5.2021056e-06,1683.632836,0.363
0016728252,4.8506288,0.00045551833,1685.269122,0.541
0336267424,1.4821917,4.8853444e-06,1683.574883,0.384
0233569141,8.2329493,5.6334434e-05,1684.191892,0.142
0270615728,0.9982151,4.6670738e-06,1684.144636,0.547
0420947520,1.8045544,4.5024318e-05,1685.687379,0.601
0271547896,1.3325398,2.1425662e-05,1685.570921,0.609
0159169838,0.9184306,2.177205e-06,1684.203427,0.679
0230114503,11.518327,2.2160945e-05,1689.142584,0.195
0291145873,3.2394062,5.2424758e-06,1684.030045,0.505
0243352809,0.5124522,8.825699e-08,1683.513309,0.75
0237277760,1.6820057,2.9144709e-07,1683.484806,0.514
0271040947,19.2308468,0.00067733912,1696.20774,0.068
0027397122,12.7335564,0.00013101358,1689.463868,0.148
0390021728,0.3020324,1.5457095e-07,1683.603174,0.788
0120251815,1.5102144,2.8637489e-06,1683.714228,0.576
0142979644,4.1790314,3.870736e-06,1687.545642,0.11
0394179296,0.7309274,2.2398092e-05,1683.541882,0.648
0194132691,11.6436879,0.00094382681,1689.600196,0.259
0275575030,1.045879,1.0918731e-05,1684.125168,0.755
0330998582,5.2586207,0.00016040688,1687.991266,0.43
0441804888,2.7375021,1.2045592e-06,1685.181612,0.474
0026542657,11.0047721,7.6952541e-05,1685.721193,0.175
0159386347,0.8079928,1.2580298e-05,1684.195513,0.859
0137687487,0.5134829,1.0454981e-06,1683.42983,0.713
0436168322,1.5520028,2.2116518e-05,1683.248365,0.58
0160648169,5.7749844,0.00023663152,1715.613039,0.369
0288778712,0.4988917,2.9904918e-06,1711.472405,0.78
0012673900,1.9102172,2.0389044e-05,1712.419698,0.635
0185236439,0.6537903,4.4111056e-05,1711.655425,0.901
0282925798,2.4440191,3.1116729e-06,1713.266965,0.571
0165453878,2.7076214,7.8705532e-06,1712.481889,0.4
0207384197,0.5353066,4.1271444e-07,1712.727599,0.767
0017451194,2.9784,0.00010224851,1713.985838,0.484
0375506058,2.6501668,3.3609434e-05,1712.675602,0.296
0278678404,4.5662046,1.3184033e-05,1714.170962,0.331
0190885165,3.2975355,0.00081238796,1712.982392,0.242
0230065962,15.956959,2.2232053e-05,1875.204778,0.114
0344376832,1.2358008,8.3644759e-07,1711.676252,0.582
0232643392,9.8689258,6.6102783e-05,1690.13187,0.166
0169819162,17.7444016,0.0013880455,1697.247735,0.082
0299032481,0.7770872,9.681201e-05,1683.564855,0.749
0150326668,2.9578471,1.7248349e-05,1712.397394,0.449
0193545446,0.6286265,1.0416994e-05,1711.662734,0.594
0359676320,0.4975785,2.3680806e-06,1711.712798,0.504
0063459761,4.3633096,0.00017813988,1714.343601,0.387
0014844585,1.8630983,1.7634023e-05,1711.507982,0.585
0063368767,0.6461027,2.3564242e-05,1711.704222,0.605
0364628248,1.9195885,3.9737863e-05,1712.791913,0.506
0405526704,4.9948694,0.00015783623,1714.128641,0.673
0162173122,0.3721521,1.0599936e-06,1711.778576,0.744
0171419257,1.7138027,0.00035806694,1685.198823,0.502
0381009148,8.4266413,0.0034448035,1719.765152,0.549
0316333039,0.8252373,2.3164873e-07,1711.428804,0.855
0199661915,8.399901,0.0062157626,1716.426641,0.339
0294601335,12.4588278,0.0082253349,1714.540954,0.734
0233720276,2.1983907,7.5302323e-08,1710.718303,0.473
0011793277,1.5069611,8.317008e-06,1712.306542,0.61
0236537131,0.6311411,6.6590066e-06,1711.609714,0.561
0000927579,6.0705574,0.00042394365,1516.261809,0.331
0063916460,2.6305989,1.9716029e-05,1711.660762,0.442
0063820329,4.6765443,0.00032400441,1685.957531,0.729
0063370066,5.5541695,0.00013131373,1711.70996,0.262
0295111026,4.2633465,0.00015203002,1714.253619,0.544
0380298140,1.7943809,3.4459229e-05,1711.965082,0.645
0166773165,5.0316864,0.00014816113,1718.958738,0.238
0055778901,0.3545554,1.6340449e-07,1711.695459,0.756
0169175441,0.4787275,4.328864e-06,1683.701627,0.938
0383676981,2.0037757,0.0001102552,1931.852632,0.754
0272846131,0.5926691,1.3254976e-05,1683.824363,0.785
0233866651,,,1713.945674,-1.0
0312160410,0.3023308,1.3588666e-06,1711.604247,0.74
0458478250,2.2552934,6.5312424e-06,1683.910173,0.329
0207496824,0.8027002,6.3681811e-08,1930.585564,0.764
0092776364,0.8462567,1.9077519e-06,1712.107853,0.683
0284891601,0.3102838,3.1581717e-07,1929.803732,0.823
0233390838,12.8955415,0.00023074428,1718.051206,0.172
0160104585,4.8618817,0.00011924379,1712.26352,0.29
0287234729,4.2904944,0.0012100803,1714.469207,0.357
0233233639,0.4403065,4.7617367e-08,1930.240657,0.831
0356974629,1.9385441,1.8410573e-05,1711.847251,0.25
0315777423,4.9319438,0.00066220485,1718.338026,0.535
0314459000,0.8578359,1.136842e-05,1711.779862,0.852
0099013269,6.5346855,0.00017706924,1717.187972,0.321
0356974639,1.9386036,2.8930543e-05,1711.845919,0.248
0259671983,1.8737817,1.8457763e-05,1712.862853,0.496
0158324245,3.5271651,1.9891304e-05,1685.318054,0.403
0452544997,2.2452871,7.164544e-05,1713.584352,0.531
0309720946,4.6071355,2.0034639e-06,1714.608248,0.427
0331377569,0.4542885,1.2605051e-06,1711.686549,0.841
0011113164,2.8391805,6.6817231e-05,1712.92706,0.629
0207493152,9.1276498,4.3220842e-05,1713.718361,0.221
0417497545,4.7586296,7.8373231e-05,1715.479385,0.575
0233080133,0.7916603,1.6591208e-06,1930.344021,0.726
0158417251,0.5189985,1.0244662e-06,1711.877358,0.92
0193391232,3.4510694,1.3302256e-05,1714.769482,0.522
0161687311,0.8166028,7.2248251e-08,1711.483609,0.652
0055753802,0.4155664,2.5589728e-08,1711.497056,0.83
0193538686,0.4050058,1.9306096e-05,1711.75275,0.711
0275537496,0.8562521,1.1896111e-06,1711.386952,0.644
0255993777,0.3085178,6.2066243e-07,1711.47947,0.651
0158565141,0.2751824,1.1861461e-07,1711.602967,0.795
0278075650,0.7603524,2.3870058e-06,1711.963919,0.68
0405504882,3.8283802,8.9528371e-07,1713.012369,0.371
0233681149,8.5859279,3.2121158e-05,1906.963848,0.189
0011704852,6.7712427,0.0013422004,1713.36117,0.548
0193545440,0.6369221,6.6325679e-06,1711.578974,0.593
0117234769,2.0575137,8.7271973e-05,1712.502028,0.533
0365034219,0.3777057,2.1953913e-06,1711.765667,0.907
0150388753,1.4135516,9.0556792e-07,1711.620587,0.869
0344456744,1.2523912,4.0576204e-07,1712.108489,0.695
0158579379,1.0144775,3.6900966e-06,1735.76841,0.587
0230088370,14.0076888,9.7054329e-05,1933.495662,0.184
0357685999,0.9368597,4.2017023e-06,1683.857459,0.645
0013974582,4.8607921,0.00048988021,1714.142502,0.334
0273594336,2.0436414,9.60092e-05,1684.105143,0.855
0247205466,1.1528047,3.9951243e-05,1712.300816,0.391
0322845246,3.6027672,2.593403e-05,1712.786363,0.353
0429251781,3.709533,0.0060546123,1716.775353,0.711
0375422201,4.0768471,0.0095503614,1741.751373,0.387
0166090445,5.3246121,9.1386091e-06,1712.805666,0.129
0303351921,5.8898076,0.0001324651,1714.083777,0.713
0286923464,6.1351002,9.4968501e-05,1712.658514,0.33
0336434532,7.7753455,0.00039355897,1717.54908,0.34
0170937974,0.8061295,8.350844e-06,1712.017315,0.683
0224303753,2.1772311,1.812811e-05,1711.780779,0.88
0312286761,0.5099985,7.0682897e-07,1711.44826,0.802
0267556582,5.3758893,3.6400394e-05,1714.79765,0.56
0198354443,0.1534342,6.5345388e-08,1683.417265,0.74
0162035117,13.150359,0.00010107045,1716.863454,0.155
0154511165,0.8403778,8.9161499e-07,1711.82771,0.598
0352954787,0.7385986,4.9412182e-06,1764.854167,0.733
0356701798,1.0725533,8.8713842e-08,1711.887765,0.673
0311070085,2.3897097,1.1475682e-06,1713.404613,0.551
0290034099,0.5921833,2.0060195e-05,1711.635169,0.782
0332277332,0.1966711,2.0976232e-08,1711.472126,0.541
0424461577,0.7448233,1.2161707e-07,1712.10237,0.654
0233731070,1.1072299,2.0831922e-05,1711.892726,0.857
0264301570,4.9355505,5.2914203e-06,1715.585707,0.286
0233211759,100.2057315,0.00048160946,1744.3894,0.031
0126336928,0.6980385,2.0183425e-06,1711.797021,0.656
0148963419,0.5681639,2.3839959e-07,1711.514563,0.635
0314340550,3.3539505,0.0022974002,1712.727315,0.437
0276162169,2.5500664,7.3720514e-05,1713.572178,0.514
0165470014,18.9511081,4.3834769e-05,1722.419236,0.048
0219033506,4.6692844,4.9400014e-06,1711.992159,0.594
0277848666,1.4276145,3.3172617e-05,1712.732226,0.893
0169467727,19.6332942,0.00043135206,1686.713973,0.168
0426803687,1.4749376,3.9687354e-06,1712.47073,0.659
0016617827,0.2906367,7.2870677e-06,1711.631106,0.72
0269701147,8.8801324,0.0001027051,1715.35888,0.166
0274645120,0.9009169,4.0576348e-05,1712.146815,0.763
0276914715,1.052049,3.9766265e-05,1712.224367,0.691
0195549306,14.3584795,0.011033179,1719.112601,0.255
0136317809,2.7913652,4.2737718e-05,1712.094021,0.404
0452563490,4.4276236,0.00011457236,1714.710569,0.523
0136879755,1.5015498,4.8324042e-05,1711.523713,0.375
0016316642,4.0218798,6.438813e-05,1684.383168,0.758
0357979050,2.3466216,8.4122684e-06,1713.247319,0.484
0335720078,0.3779939,6.0345259e-06,1711.48582,0.908
0305386053,1.242012,9.0865087e-06,1711.73205,0.552
0331201939,0.5545263,5.457325e-06,1711.934439,0.785
0236973844,5.2980308,6.451346e-06,1769.724189,0.401
0469460566,0.7612417,6.7058065e-06,1711.789258,0.587
0258777137,5.9294398,2.3836776e-05,1686.002236,0.196
0063644417,6.2124706,0.041320448,1717.968028,0.377
0381011161,1.3125371,4.366165e-05,1712.026491,0.583
0298559217,0.3301871,7.2740994e-06,1711.451147,0.922
0011480757,0.404167,1.2562501e-06,1711.550618,0.862
0273566363,2.4039943,5.9193511e-05,1711.565363,0.478
0169458450,6.9287941,0.0047458259,1681.267693,0.272
0257060367,0.526485,4.0666693e-07,1711.745468,0.743
2003333263,0.220418,1.0593592e-05,1711.563095,0.435
0084069091,2.6625298,4.0467773e-05,1712.658839,0.458
0028359831,0.8905095,4.1238744e-06,1683.71336,0.829
0351297515,3.1462184,6.3157316e-05,1712.343616,0.424
0161287859,0.566328,0.00013583942,1711.921852,0.752
0441641972,5.1251466,2.4887957e-06,1712.131216,0.168
0392536812,0.5909951,1.1815992e-07,1684.419187,0.925
0088589037,1.1716656,0.00047471218,1714.477985,0.489
0163965682,0.7858484,1.2919518e-05,1711.05051,0.775
0159720778,7.7360166,0.00027946397,1715.168356,0.173
0417277789,6.0104709,1.4862032e-05,1714.777958,0.544
0352762746,3.1422228,1.7502071e-05,1740.491934,0.635
0278068108,1.6259226,1.3524209e-05,1711.759898,0.64
0299156852,0.7450968,2.518544e-06,1711.897157,0.752
0441687696,2.2263682,1.8975315e-06,1711.919763,0.545
0352964170,2.4004738,4.6729601e-05,1712.117382,0.481
0230086768,34.9269461,0.00017266213,1771.057108,0.029
0406421379,2.0250078,9.5569605e-05,1713.370264,0.524
0028159019,4.619043,0.00014397409,1684.494766,0.5
0154067797,0.2365802,3.9374889e-07,1683.433849,0.757
0229412873,0.4184052,5.0732903e-06,1683.361916,0.773
0198313291,0.3067214,9.4154801e-08,1711.508635,0.784
0190693377,0.3618034,5.6974753e-06,1711.60584,0.669
0445836238,2.0007797,8.4518906e-07,1711.590768,0.534
0202444594,15.9891803,0.00046389189,1744.987092,0.155
0138951779,11.9413036,0.0026491876,1713.90516,0.409
0190734021,3.7644061,1.5148855e-05,1711.867255,0.569
0202299805,1.545686,1.6451685e-06,1711.611715,0.524
0330829235,1.0117969,2.0316456e-05,1712.00859,0.676
0169815759,12.4274859,0.00037050403,1689.815606,0.546
0305466446,6.5998431,2.3359637e-05,1711.513536,0.194
0063328020,1.1057442,5.032872e-06,1711.440318,0.671
0303833577,0.278512,8.6530411e-08,1711.453081,0.784
