tid,toi,pl_orbper,pl_tranmid,tfopwg_disp
334414389,4811.01,0.9828259,2459963.071494,PC
387330895,4033.01,3.6142971,2459905.03388,PC
375654303,4034.01,1.8020923,2459853.880406,PC
372392226,4035.01,3.0295916,2459907.065594,PC
367913453,4036.01,2.7761628,2459008.757118,FP
367287018,4037.01,4.7257129,2459740.358181,FP
366580825,4038.01,4.2989288,2459765.009444,PC
366120401,4039.01,4.7308142,2459733.900505,PC
166833457,404.01,2.9626402,2459168.63923,KP
356786657,4040.01,7.1357259,2459658.460639,PC
345645749,4041.01,7.8808589,2459731.3788,PC
332393279,4042.01,2.3238426,2459008.333798,PC
322262448,4043.01,5.1191172,2459906.072719,PC
307956396,4044.01,4.1508803,2459001.28404,FP
298264260,4045.01,7.9927894,2459672.862005,PC
284760740,4046.01,0.7583741,2459716.464024,PC
279769094,4047.01,4.5029619,2459003.440869,PC
279605855,4048.01,1.972401,2459007.051404,FP
259274960,4049.01,31.4001189,2459590.894466,PC
176984236,405.01,1.7560902,2459199.325641,FP
30499203,4294.01,2.4330551,2458677.763801,FP
325527653,4295.01,11.3929129,2459380.285734,PC
72668830,4296.01,19.9706574,2458399.48997,FA
72668830,4296.02,5.0959342,2460983.116943,PC
72668830,4296.03,12.4911003,2460967.091646,PC
28116365,4297.01,16.5272651,2458391.647306,PC
146282666,4298.01,722.2619756,2458398.395589,PC
67535663,4299.01,6.6019866,2459329.652372,PC
459942762,430.01,0.58644,2458438.83761,FP
266843799,4300.01,0.8062768,2459331.490509,FP
307079330,4301.01,6.5445251,2460028.65432,PC
182078202,4302.01,38.7619532,2458347.763724,PC
200296137,4303.01,8.6110844,2458438.485322,PC
366443426,4304.01,15.5718552,2460266.657375,KP
366443426,4304.03,31.7180208,2458494.909195,KP
372068780,4305.01,183.0019106,2458679.490787,PC
85593751,4516.01,3.7224626,2459885.541633,KP
301289516,4517.01,1.2089755,2460231.733831,KP
398572544,4518.01,3.408833,2460229.806391,KP
419957393,4519.01,5.8903558,2459448.624749,PC
139733308,452.01,4.7633952,2459174.695544,KP
404243877,4520.01,3.2047072,2460227.357032,KP
439842788,4521.01,3.0717182,2459450.367505,KP
369480087,4522.01,0.3643225,2459447.841312,FP
427332229,4523.01,2.7186256,2459498.195167,KP
333657795,4524.01,0.9260632,2460233.36735,CP
36592530,4525.01,2.4841975,2460229.465961,KP
39926974,4526.01,2.2604346,2459448.652065,KP
380887434,4527.01,0.3994445,2459474.200243,CP
376981340,4528.01,4.0249712,2459448.108233,FA
384888319,4529.01,5.8795752,2459448.511683,CP
452808876,453.01,2.70582,2458438.96587,KP
35022727,4530.01,3.6528112,2459450.646766,KP
438149332,4733.01,5.3054422,2459544.58483,PC
97714451,4734.01,6.2356356,2459541.87525,PC
280292434,4735.01,3.541053,2459221.109539,PC
265619984,4736.01,2.8564778,2459222.792459,PC
142532090,4737.01,9.3202467,2459222.401832,CP
247873937,4738.01,4.6498719,2459549.304788,FP
281716779,4739.01,8.1703609,2459223.200936,APC
59843967,474.01,2.5167257,2459226.05544,KP
72097808,4740.01,5.7728793,2459226.154086,PC
291198795,4741.01,2.4849639,2459223.677938,PC
237637903,4742.01,4.1034672,2459226.761013,PC
23725901,4743.01,6.2185453,2459217.210283,PC
293931909,4744.01,4.8013522,2459220.296088,PC
269278156,4745.01,4.413935,2459220.372965,PC
160180298,4746.01,7.5395871,2459213.185298,PC
235078021,4747.01,5.2192426,2459222.486906,PC
59770954,4748.01,4.1018859,2459544.135431,PC
153412485,4749.01,1.3832999,2459226.693605,PC
100608026,475.01,8.2617663,2458442.486555,PC
255865833,4050.01,4.6546139,2459662.394947,PC
237101326,4051.01,1.5373948,2459849.641184,FP
236775063,4052.01,0.7409429,2459008.383184,FP
235684392,4053.01,21.7894491,2459743.50843,FP
233719215,4054.01,17.356719,2459657.554147,PC
233053554,4055.01,4.567925,2459853.406756,PC
232567319,4056.01,5.0518907,2459741.743989,PC
230388132,4057.01,2.4076941,2459854.89776,PC
229639351,4058.01,2.8668029,2459716.280498,PC
229605891,4059.01,2.0381761,2459768.585993,PC
153065527,406.01,13.1757294,2458388.56746,CP
153065527,406.02,6.614911,2458385.38837,CP
229508727,4060.01,23.1315739,2459755.068432,PC
224601047,4061.01,7.2087245,2459003.792406,FA
219866209,4062.01,6.7473822,2459857.967075,PC
219499488,4063.01,1.6323062,2459666.271065,APC
219489550,4064.01,3.8823511,2459667.343435,PC
219485050,4065.01,3.5908038,2459740.847953,PC
193556520,4066.01,6.7201811,2459736.642282,PC
372068780,4305.02,374.3644315,2458670.445038,PC
44898913,4306.01,2.7299049,2458413.191882,CP
141186075,4307.01,32.696666,2458349.759358,PC
141186075,4307.02,4.6545798,2458328.004126,PC
144193715,4308.01,9.1512776,2460163.674868,CP
56662591,4309.01,,2458564.610546,PC
31374837,431.01,12.4610086,2458440.630295,CP
31374837,431.02,0.4900589,2458438.375965,CP
303317324,4310.01,29.5667355,2458365.1788,PC
122617317,4311.01,15.0700779,2458394.738879,CP
122617317,4311.02,0.9902892,2458382.635952,CP
251086776,4312.01,726.1175225,2458434.864936,FA
294324819,4313.01,6.8227645,2458498.277436,PC
459952217,4314.01,73.580982,2458448.205642,FA
139148528,4315.01,8.2861614,2458326.328277,PC
7020254,4316.01,20.2730282,2460238.657358,KP
262662119,4531.01,4.53347,2459450.126596,KP
376939759,4532.01,5.8176452,2460231.88252,KP
418761354,4533.01,2.1747824,2459494.881247,KP
437704321,4534.01,2.8492802,2459448.05066,KP
26017005,4535.01,4.0984741,2459449.120055,KP
380907135,4536.01,4.0460644,2460226.955884,KP
251039147,4537.01,6.6629951,2459450.837437,PC
262715204,4538.01,7.1385672,2460228.758602,KP
262715204,4538.02,3.4715644,2459447.897021,KP
262715204,4538.03,10.4534748,2459449.16923,KP
102264230,4539.01,4.1591512,2459449.352847,KP
153077621,454.01,18.082622,2460981.953505,APC
388816604,4540.01,2.5048178,2460230.91969,PC
293432942,4541.01,1.1339769,2459496.050413,APC
4464022,4542.01,5.9167681,2459453.208413,PC
435336785,4543.01,5.7740318,2460212.247805,PC
435339847,4544.01,8.2000875,2458440.219543,KP
145163386,4778.01,3.8074213,2459966.545076,PC
170221808,4779.01,10.7490194,2459249.337732,PC
172464366,478.01,2.921685,2458470.046418,FP
231937828,4780.01,4.6942884,2459247.48951,PC
176242778,4781.01,1.9055614,2459250.822205,PC
423128096,4782.01,3.7244324,2459247.428982,APC
218988652,4783.01,6.7519508,2459252.171087,APC
409207712,4784.01,3.3583921,2459246.338861,PC
50751260,4785.01,6.4311106,2459242.498402,PC
127012328,4786.01,5.6984189,2459245.419299,PC
431981595,4787.01,3.5037708,2459251.312378,PC
156999527,4788.01,4.3930669,2459244.550352,PC
134221850,4789.01,7.5002702,2459251.273628,PC
306362738,479.01,2.7817379,2459221.888774,KP
452903647,4790.01,1.6102435,2459964.406443,APC
100389539,4791.01,4.2809767,2459246.158055,CP
265350422,4792.01,8.4481666,2459235.815084,APC
65949719,4793.01,3.4658629,2459248.821949,PC
95589845,4794.01,3.5658043,2459249.835617,PC
162577466,4067.01,3.6772391,2459666.709157,FP
159334269,4068.01,1.1578392,2459008.761746,FP
143009290,4069.01,2.7240303,2459739.127083,PC
349518800,407.01,2.1654694,2460015.729011,APC
115270627,4070.01,3.1504798,2459739.132188,PC
115182469,4071.01,6.5169955,2459001.307881,PC
85459171,4072.01,2.1390271,2459005.303452,PC
648958344,4073.01,2.3079651,2459004.435589,PC
628103717,4074.01,3.2175013,2459906.211599,PC
627323667,4075.01,3.0492435,2459909.355739,PC
57193198,4076.01,4.3965758,2459003.614842,PC
57159675,4077.01,5.5679111,2459694.838172,PC
444724127,4078.01,3.1639309,2459736.714045,PC
444558604,4079.01,1.9872259,2459882.628132,PC
176778112,408.01,1.33679,2459169.52007,FP
428892437,4080.01,3.7519831,2459764.98286,PC
421973253,4081.01,9.2584055,2460439.965544,PC
400899926,4082.01,4.625568,2459884.621763,PC
399444057,4083.01,2.0714803,2459008.356209,FP
422914082,4317.01,358.2825093,2458431.555433,PC
311130133,4318.01,1.1343824,2458438.114877,PC
157115010,4319.01,,2459231.757702,PC
38686737,432.01,2.24704,2458439.97961,FP
404518509,4320.01,25.1290153,2459160.014156,CP
404518509,4320.02,46.4093732,2458417.466332,FA
325081244,4321.01,,2458679.442502,PC
13883872,4322.01,13.4190972,2458417.282799,PC
143022742,4323.01,14.6762658,2458416.548124,FA
143022742,4323.02,21.9692578,2458412.896474,FA
408416746,4324.01,6.2509468,2458518.997987,PC
202185707,4325.01,1.6500673,2458469.368876,PC
303586471,4326.01,1826.0790324,2458363.771288,PC
140687214,4327.01,0.8303285,2459387.017748,PC
77175217,4328.01,703.79367,2458459.446061,PC
256722647,4329.01,2.9224661,2459855.156794,CP
610976842,4545.01,4.0248735,2460228.933083,KP
25911962,4546.01,0.745637,2460232.738875,PC
206284139,4547.01,3.0026495,2460825.442997,KP
21130820,4548.01,4.6003967,2460229.837135,PC
9030119,4549.01,3.3129214,2460231.218276,PC
98796344,455.01,5.358776,2459168.295274,CP
400972123,4550.01,1.8868756,2460093.051522,PC
204650483,4551.01,9.956296,2459312.392162,CP
248250955,4552.01,0.3011506,2459361.882335,CP
383721338,4553.01,20.3129649,2459422.817477,PC
369768787,4554.01,703.9376608,2458644.136953,PC
141770198,4555.01,522.6272677,2458523.844604,PC
107018378,4556.01,3.792456,2458570.930851,PC
258917846,4557.01,32.291901,2458605.104346,PC
220414682,4558.01,6.5812768,2458325.445967,PC
271169413,4559.01,3.9649053,2458597.872164,CP
77228304,456.01,0.336826,2458410.95064,FP
81744640,4812.01,3.3138453,2459250.009543,PC
333810741,4813.01,4.0492184,2459247.778467,PC
32004914,4814.01,5.545745,2459246.539025,PC
19447218,4815.01,8.9727235,2459966.449361,PC
156990000,4816.01,11.2473628,2459967.174765,PC
60074373,4817.01,3.190373,2459276.406959,FP
181422954,4818.01,2.6006996,2459963.060609,PC
82739585,4819.01,1.5889429,2459277.359548,PC
365639282,482.01,10.8717,2458472.41279,FP
394223845,4820.01,27.1358856,2459979.053397,PC
354937825,4821.01,5.469359,2459965.307736,PC
52936161,4822.01,4.4712213,2459278.328014,PC
348756659,4823.01,3.7260939,2459964.280868,PC
179687771,4824.01,5.124162,2459278.833839,PC
53047383,4825.01,2.8183053,2459963.644232,PC
17683158,4826.01,5.9730504,2459271.205436,PC
332630868,4827.01,736.5601487,2458525.417575,FP
291469139,4828.01,19.0286016,2459265.674593,PC
268439377,4829.01,0.9855374,2459279.259801,FP
346673534,4084.01,15.634183,2459751.832931,PC
336840314,4085.01,2.8285323,2459744.048457,PC
328814605,4086.01,5.6917579,2459392.549508,PC
310002617,4087.01,3.1774814,2459765.673618,CP
302381397,4088.01,2.7284428,2459912.553706,PC
298752252,4089.01,3.2462849,2459765.985547,PC
167754523,409.01,6.7992776,2459193.22371,FP
289373041,4090.01,3.177514,2459771.717799,PC
289316336,4091.01,3.0038696,2459033.693724,FP
288242606,4092.01,7.495973,2459739.321322,PC
284454822,4093.01,10.4722034,2459902.906585,PC
284454822,4093.02,17.7046155,2459580.625318,PC
280035202,4094.01,4.9111786,2459715.956315,PC
274974693,4095.01,4.1539244,2459762.415394,PC
272782321,4096.01,10.1045108,2459836.287468,PC
264295655,4097.01,2.7741864,2459768.767188,PC
264223828,4098.01,1.1789842,2459766.922193,PC
264173803,4099.01,4.3954123,2459663.677409,PC
188989177,433.01,1.17409,2458438.29916,FP
47617038,4330.01,3.3513304,2459358.397242,FP
148833828,4331.01,2.9034242,2459360.395379,PC
178959058,4332.01,5.4468377,2460061.842391,FP
144645881,4333.01,8.9021443,2459338.908839,PC
128531633,4334.01,8.2197647,2459358.587889,PC
443658196,4335.01,4.5006638,2459351.741023,FP
166184428,4336.01,16.3363665,2459335.573188,CP
399642071,4337.01,2.2887763,2459307.924432,FP
253434221,4338.01,7.4997158,2459335.809605,APC
7439481,4339.01,1.2540806,2459333.969005,FP
78055054,434.01,4.3888516,2459198.519993,KP
454038613,4340.01,2.6680587,2459330.281814,PC
62301521,4341.01,18.4043334,2458661.048552,FA
354944123,4342.01,5.538329,2458654.532426,CP
354944123,4342.02,10.6886084,2458659.348023,CP
307716123,4560.01,3.7634028,2458441.155609,PC
33716474,4561.01,8.9356558,2458330.062409,PC
349576261,4562.01,225.1037885,2459132.225854,CP
418255064,4563.01,743.4843888,2458629.331333,PC
400786146,4564.01,22.1536777,2459323.079936,FP
381897917,4565.01,692.5150646,2458676.610066,PC
269728501,4566.01,2.0844882,2459036.380129,PC
307849973,4567.01,0.8409429,2458543.862361,PC
307849973,4567.02,23.5422422,2458548.589493,PC
447088034,4568.01,14.0063765,2460121.465283,PC
149126400,4569.01,1.2253159,2459036.84286,FP
89256802,457.01,1.1759834,2458411.560535,PC
137402055,4570.01,1.9737719,2459391.459891,KP
48451130,4571.01,30.3599812,2459413.718798,KP
154940895,4572.01,13.4755461,2458822.701914,PC
317189702,4750.01,3.2141617,2459222.777563,PC
291580615,4751.01,3.6014534,2459227.341639,PC
237700098,4752.01,5.0467874,2459218.934935,PC
306604742,4753.01,5.3970484,2459541.712722,PC
61344769,4754.01,3.6307276,2459226.014665,PC
267197567,4755.01,22.7273078,2459216.543014,PC
119556803,4756.01,8.0823172,2459216.307194,PC
53744258,4757.01,2.0804611,2459227.260198,PC
34524670,4758.01,5.7627112,2459222.180238,PC
49705089,4759.01,9.6578504,2459226.011756,CP
156987351,476.01,3.0629783,2460687.473242,PC
291332861,4760.01,7.7223185,2459226.580412,PC
440849210,4761.01,3.7863767,2459575.895584,PC
119069946,4762.01,4.3591525,2459220.411888,PC
143072696,4763.01,5.8679992,2459223.399542,PC
268456052,4764.01,1.6025971,2459224.633627,PC
21747057,4765.01,16.3734954,2459206.230052,PC
271307949,4766.01,1.9326573,2459963.946425,PC
157127081,4767.01,2.7319222,2459252.112384,PC
206466531,410.01,1.42744,2459139.77204,FP
243297296,4100.01,3.585982,2459766.756399,PC
243280335,4101.01,4.3202706,2459689.642764,PC
237235093,4102.01,2.6834113,2459034.03138,FP
235902467,4103.01,12.2740928,2459754.903759,PC
235664497,4104.01,2.3757662,2459766.722246,PC
233576159,4105.01,5.7152049,2459658.130221,PC
233535738,4106.01,16.3558787,2459738.567408,APC
232632239,4107.01,3.5322939,2459660.461464,PC
232603560,4108.01,14.4348737,2459762.974572,PC
230084146,4109.01,12.320331,2459746.880654,PC
100990000,411.01,9.5730787,2460970.919817,CP
100990000,411.02,4.0403007,2460987.681578,CP
230075120,4110.01,0.7676706,2459663.9541,FP
230006888,4111.01,12.2788421,2459768.205231,PC
229976631,4112.01,10.7166249,2459390.813098,FA
229786610,4113.01,22.1575175,2459839.07625,PC
229408913,4114.01,4.8038539,2459657.535697,PC
278988097,4343.01,11.5418525,2458411.639191,PC
38939275,4344.01,731.4808779,2458507.586416,PC
469791892,4345.01,12.8910022,2458657.983826,PC
389371332,4346.01,3.9077116,2458494.060524,FP
32498058,4347.01,35.3573239,2458449.129982,PC
350299588,4348.01,602.2450921,2458507.657689,PC
313889049,4349.01,749.1605231,2458355.68965,PC
44647437,435.01,3.352907,2458411.844766,PC
50379036,4350.01,4.8759656,2458328.385359,PC
358253047,4351.01,20.1459438,2458362.731781,PC
237332812,4352.01,11.8918633,2458333.456166,PC
176797879,4353.01,718.1809317,2458427.019739,PC
332715376,4354.01,10.6306165,2458417.574247,PC
260655847,4355.01,,2458507.585878,PC
149389419,4356.01,579.6472035,2458538.746544,PC
362103298,4573.01,10.7155521,2458693.433927,PC
298428237,4574.01,0.768988,2459823.526701,PC
372759746,4575.01,27.9815639,2460317.227192,PC
157667414,4576.01,10.4834062,2459010.844549,PC
138364831,4577.01,1.6255124,2459391.112176,KP
154474036,4578.01,8.6239097,2459634.198599,PC
27769688,4579.01,88.495683,2458733.312542,KP
64071894,458.01,17.5288347,2458414.165631,PC
219742885,4580.01,0.9167992,2458684.084719,PC
273231214,4581.01,22.3428773,2458719.361769,KP
273231214,4581.02,,2459774.45043,KP
219854519,4582.01,31.0343214,2459394.937884,CP
103604037,4583.01,19.5202386,2459390.798699,FA
120255950,4584.01,31.5786847,2459399.639202,KP
233529335,4585.01,,2458915.989125,PC
416534875,4586.01,5.3909915,2459632.557861,PC
143008050,3850.01,14.4832964,2459614.177984,PC
142739544,3851.01,3.383466,2459762.517731,PC
142635225,3852.01,16.1020097,2459945.476803,PC
142618165,3853.01,5.6922342,2459633.20849,PC
142562395,3854.01,3.2693612,2459940.223533,PC
126325149,3855.01,3.4952497,2459574.053318,PC
125552076,3856.01,2.0436029,2459631.884549,PC
105379013,3857.01,3.2956376,2458894.492951,PC
86273567,3858.01,16.5968329,2459606.486129,PC
1122079,3859.01,1.8460997,2458924.770085,APC
238059180,386.01,5.1119781,2460196.532698,PC
416542079,3860.01,3.0012386,2459661.296287,PC
396950329,3861.01,1.7763987,2459663.904525,PC
141205978,3862.01,1.5574603,2459662.738608,CP
383531543,3863.01,10.9543562,2459633.270394,PC
1001477809,3864.01,7.6605425,2458904.350933,FP
376688393,3865.01,3.011593,2459662.921724,PC
376632626,3866.01,2.1371195,2459660.52553,PC
320208949,3867.01,5.7310859,2459653.142376,PC
199610140,4115.01,2.9855843,2459912.623191,PC
198616607,4116.01,3.6311186,2459417.473162,FP
198189972,4117.01,25.0930011,2459602.5846,PC
193773468,4118.01,2.5551882,2459767.000877,PC
160618074,4119.01,5.201975,2459911.749689,PC
7624182,412.01,1.1096992,2459199.670069,FP
159438097,4120.01,4.8952783,2459914.077004,PC
157218656,4121.01,2.8622679,2459768.021818,PC
156215204,4122.01,2.4307782,2459443.029994,APC
153896150,4123.01,2.787945,2460314.561034,PC
150761163,4124.01,3.4138019,2459762.989003,PC
147761049,4125.01,4.7155974,2460316.849484,PC
141616639,4126.01,3.2428744,2459032.680649,FP
141488193,4127.01,56.4043748,2459031.931632,CP
137420801,4128.01,1.9795413,2459911.959304,PC
123357034,4129.01,3.2724973,2459744.308725,PC
170634116,413.01,3.6623918,2459174.669346,KP
71396541,4130.01,6.269716,2459031.311744,FP
300011941,4357.01,1.8141215,2458327.104401,FP
273418421,4358.01,97.6087634,2458388.764324,PC
133505138,4359.01,2.4360845,2459330.394075,FP
44745077,436.01,1.8756,2458411.70271,FP
52307802,4360.01,3.0749507,2458328.291306,PC
334632624,4361.01,741.4238314,2458520.648063,PC
238164799,4362.01,7.5480709,2458470.495852,PC
325682877,4363.01,2.118659,2458412.27724,PC
4070275,4364.01,5.4240691,2458439.340243,CP
413343957,4365.01,3.3784364,2460093.008961,PC
297361900,4366.01,2.6374449,2460092.634307,PC
313675203,4367.01,2.5025812,2460091.74954,FP
314724818,4368.01,4.4518604,2459337.012838,FP
278862750,4369.01,13.576858,2460172.848858,PC
32499655,437.01,2.7439029,2459197.575826,KP
335040423,4370.01,2.5610662,2459330.970789,PC
450649506,4371.01,1.0604139,2459359.873486,PC
137683938,4587.01,3.2903136,2459393.659836,KP
48031665,4588.01,13.1187746,2458689.149116,PC
164458714,4589.01,17.8335899,2460364.345637,KP
38603673,459.01,4.4291257,2460986.366561,APC
154923406,4590.01,25.9213509,2458703.264605,PC
356868487,4591.01,27.9102929,2459692.968529,FP
122785299,4592.01,8.8849511,2459392.140389,KP
399954349,4593.01,7.8344688,2458689.578278,KP
399954349,4593.02,3.0051929,2458684.471974,KP
158555987,4594.01,5.5460893,2458687.926051,FP
159725995,4595.01,3.7705865,2459394.278533,KP
86951294,4596.01,4.1194175,2460283.324345,PC
68573534,4597.01,4.6663795,2459523.197223,PC
29017001,4598.01,8.2003748,2460251.524106,PC
307809773,4599.01,2.7694936,2460284.446332,CP
307809773,4599.02,5.7060868,2460277.804123,CP
310994622,3868.01,18.565813,2459660.902382,PC
253044312,3869.01,11.2005651,2459648.92653,APC
92359850,387.01,4.155,2459167.71222,FP
165989915,3870.01,2.6292572,2459662.837468,PC
165468291,3871.01,4.754432,2459662.673642,PC
165431806,3872.01,4.4100654,2459635.328178,PC
154126149,3873.01,3.8951475,2459657.89795,PC
154105890,3874.01,5.5822739,2459659.349904,PC
153978165,3875.01,6.0835972,2459662.383448,PC
150388393,3876.01,6.5846694,2459659.91131,PC
144310492,3877.01,4.1225477,2458920.968885,PC
141275395,3878.01,0.8377576,2459662.612281,PC
139086171,3879.01,4.8104679,2459656.345154,PC
422655579,388.01,2.9036858,2460985.806844,KP
138973825,3880.01,2.1614819,2458925.516992,PC
136998882,3881.01,3.3401814,2459658.750228,PC
101643582,3882.01,2.071333,2458924.543804,APC
99330090,3883.01,7.0080817,2459443.719241,FP
47937361,4131.01,2.3382502,2459797.858796,PC
335655755,4132.01,11.7647926,2459395.937372,PC
468396217,4133.01,4.1571604,2459768.396961,PC
420803693,4134.01,0.9135968,2459033.325227,FP
288471040,4135.01,2.5139764,2459766.355421,FP
420680343,4136.01,3.7630305,2459763.053546,PC
417646390,4137.01,3.8016217,2459762.195685,CP
257060897,4138.01,3.660032,2459660.607824,CP
408729765,4139.01,4.6200781,2459026.64911,FP
325680697,414.01,1.82488,2459168.84301,FP
400103802,4140.01,4.2511214,2459910.467019,PC
400093775,4141.01,3.6022715,2459763.847708,PC
39573090,4142.01,3.6593967,2459767.777771,PC
371711170,4143.01,9.8482192,2459015.247898,FP
313194972,4144.01,16.9020565,2459744.991419,PC
279947414,4145.01,4.0664446,2459767.636557,CP
23124038,4146.01,0.7011578,2459768.295468,APC
138329479,4147.01,2.3745416,2459767.712267,PC
401980624,4372.01,3.2751914,2460089.735837,PC
315350812,4373.01,5.9422824,2460089.108718,PC
308191940,4374.01,13.2689495,2459343.366967,PC
343708863,4375.01,5.9685742,2459379.13132,FP
250306572,4376.01,1.6089592,2459359.388606,PC
394918211,4377.01,4.3780194,2459337.638207,CP
394721720,4378.01,1.0690665,2459362.616226,PC
97766057,4379.01,3.2535299,2459363.367887,CP
468880077,438.01,5.8123508,2458441.048516,PC
169958952,4380.01,1.3290008,2459362.799086,PC
305767364,4381.01,1.4974223,2459362.92619,PC
32460142,4382.01,10.6895417,2459363.823865,PC
384744828,4383.01,3.0421334,2459363.498874,FP
259230140,4384.01,14.3171998,2460070.251938,PC
22186226,4385.01,9.2172172,2459369.101784,PC
350575997,4386.01,2.0134389,2460122.32263,PC
33350443,4387.01,3.562038,2459364.141922,PC
9804616,460.01,0.5168347,2458411.065871,FP
232608943,4600.01,82.6901439,2459419.383357,CP
232608943,4600.02,482.8191,2459751.598569,CP
349071261,4601.01,2.7875233,2459501.2671,PC
467651916,4602.01,3.9813082,2460655.201888,CP
437856897,4603.01,7.2455997,2460273.680601,CP
27039476,4604.01,2.2251639,2460257.717716,KP
19155785,4605.01,3.1442556,2460254.350652,FP
68577662,4606.01,11.1684037,2459522.948827,KP
28294709,4607.01,5.5109534,2459498.183252,PC
427740976,4608.01,2.3494903,2460256.015853,PC
118820486,4609.01,2.6921752,2460229.446917,PC
4646810,461.01,10.9245478,2458416.351956,CP
1950736,4610.01,3.1129681,2460307.729373,FP
68646526,4611.01,5.2289874,2459520.906327,PC
97735908,4612.01,4.1137862,2460257.044778,KP
436652523,4613.01,4.5461685,2460251.01417,APC
408809625,4614.01,13.8338893,2459448.534256,PC
86263325,3884.01,4.5445569,2459656.499824,CP
55748194,3885.01,2.5227786,2458923.581192,FA
48220826,3886.01,3.0215428,2460454.788418,PC
21549805,3887.01,4.2441117,2459658.34288,PC
18067025,3888.01,5.3298577,2459661.932316,PC
950525831,3889.01,2.5228506,2459635.025563,PC
271900960,389.01,13.45913,2458330.37074,FP
18017227,3890.01,0.6203033,2459634.770884,FP
459215281,3891.01,2.7694074,2459659.435404,PC
3896759,3892.01,4.5808535,2459663.101417,PC
458424950,3893.01,9.0576962,2459655.552232,PC
165464482,3894.01,4.3345378,2459657.9546,CP
3808740,3895.01,6.6713748,2459664.070543,PC
445837596,3896.01,4.3773113,2459634.322384,PC
154181821,3897.01,7.6607094,2459655.100154,PC
450337675,3898.01,8.6789911,2459678.057054,PC
441697509,3899.01,5.2077671,2458951.991759,PC
250386181,390.01,1.470258,2459138.72305,FP
366755319,3900.01,14.7802661,2458932.910253,PC
137157546,4148.01,3.6841446,2459721.117312,FP
103096524,4149.01,3.2928068,2459768.675673,PC
152476657,415.01,3.6112621,2459166.483051,KP
102719996,4150.01,9.7938352,2459726.067196,PC
406926040,4151.01,11.6999152,2459910.920229,PC
1813844121,4152.01,1.5822588,2459744.512198,PC
470171739,4153.01,4.6174254,2460452.837662,CP
470156846,4154.01,7.3446285,2459764.089651,PC
467331291,4155.01,3.3207642,2459913.520622,CP
462553953,4156.01,4.461878,2459660.594644,PC
462553953,4156.02,12.822639,2458844.820135,PC
461538935,4157.01,5.289835,2459767.361077,FP
441797394,4158.01,13.4167713,2459846.562281,PC
441600335,4159.01,0.8659846,2459768.139016,APC
49899799,416.01,7.0114,2459163.41477,FP
441580526,4160.01,4.4427146,2459598.996838,PC
441572821,4161.01,4.2607797,2459603.737866,PC
420114036,4162.01,4.3744258,2459737.85419,PC
313554509,4388.01,4.4742339,2459364.302212,PC
41387532,4389.01,11.4041935,2459367.619383,APC
13021029,439.01,3.85589,2459175.599762,KP
369345064,4390.01,4.3954444,2460117.072051,PC
66620917,4391.01,5.2910096,2459377.163409,PC
429791387,4392.01,3.9693722,2459379.961551,PC
107440797,4393.01,2.2676081,2459386.167504,PC
341805908,4394.01,1.491916,2460069.037538,FP
218483943,4395.01,3.7590079,2460119.138338,PC
379723086,4396.01,7.4398211,2460120.660517,FP
107728509,4397.01,2.6646183,2459385.728999,FP
214243287,4398.01,5.7525195,2460116.043368,APC
464646604,4399.01,7.7121208,2459037.871491,CP
143350972,440.01,1.0817,2458439.13519,FP
231630147,4400.01,7.0642486,2459038.949915,PC
178170828,4401.01,0.450264,2459116.209945,PC
197807778,4402.01,3.6989939,2458355.49119,PC
84599716,4615.01,5.3193755,2459550.580295,PC
258796169,4616.01,1.5538188,2458765.025928,CP
18373995,4617.01,3.4878754,2459474.422251,PC
284326455,4618.01,3.7998536,2459475.981707,KP
238586172,4619.01,3.4732399,2459528.34243,PC
420049884,462.01,4.1074291,2458414.822983,PC
171160243,4620.01,1.3887494,2459933.972235,PC
293457754,4621.01,4.5195089,2459451.521141,KP
94727308,4622.01,1.2969404,2459474.773371,APC
56399553,4623.01,3.2588316,2459475.969231,KP
84339983,4624.01,2.7908285,2459475.610373,KP
58472992,4625.01,2.191342,2459475.637804,PC
241442273,4626.01,17.4756122,2459338.399136,PC
89702406,4627.01,23.1438551,2459264.71217,FP
404421005,4628.01,6.32668,2458575.158194,KP
304339227,4629.01,714.6970956,2458673.333796,PC
357373216,3901.01,9.546972,2459681.957257,PC
310094771,3902.01,2.9406027,2459690.091621,PC
288434231,3903.01,14.8496574,2459660.241436,PC
233462817,3904.01,10.1614815,2459675.336571,APC
180672438,3905.01,5.3599361,2459664.128775,PC
180607846,3906.01,0.6451059,2459662.977476,APC
165723070,3907.01,1.7213564,2459714.521101,PC
165412561,3908.01,1.4680992,2459637.989586,APC
161003569,3909.01,3.5115357,2459688.544439,PC
382391899,391.01,1.9550932,2459169.669461,KP
158617175,3910.01,5.7158895,2459686.227148,PC
158497525,3911.01,9.3517097,2459677.077572,PC
156648452,3912.01,3.4936188,2459687.370442,CP
155898758,3913.01,4.0384773,2459687.087393,PC
139118482,3914.01,6.7136512,2458946.965104,FP
81247877,3915.01,2.2012625,2459688.491692,PC
68074302,3916.01,3.4014954,2459685.744404,PC
68035558,3917.01,8.3289771,2458953.314052,FA
23815847,3918.01,3.0654283,2459691.328329,PC
420112217,4163.01,21.5615248,2459736.717051,PC
420108587,4164.01,3.522843,2459849.162648,PC
398371628,4165.01,7.1406422,2459913.360441,PC
