tid,toi,pl_orbper,pl_tranmid,tfopwg_disp
394722182,2236.01,3.5315897,2459389.337457,CP
389238529,2237.01,0.49642,2459036.5003,FP
4294779,2451.01,0.3438892,2459174.475148,FP
219208037,2452.01,0.9776805,2459229.062884,FP
59128183,2453.01,4.4414275,2458441.995227,PC
67782629,2454.01,8.5063687,2459174.855266,PC
434260570,2455.01,4.720489,2459177.19495,PC
311271011,2456.01,,2459178.894556,PC
117799904,2457.01,14.1993538,2459175.255066,PC
449197831,2458.01,3.7369689,2459177.402573,CP
192790476,2459.01,19.1047019,2458452.334564,CP
158623531,246.01,7.8728937,2458355.73229,KP
454224694,2460.01,0.515461,2459174.385712,APC
411839167,2461.01,6.1802614,2459175.327301,KP
248434780,2462.01,12.8643168,2459183.651187,APC
452375478,2463.01,10.6079445,2459179.182044,PC
32949762,2464.01,3.7684981,2459222.681031,KP
146523262,2465.01,3.759205,2459174.839411,PC
373844472,275.01,0.9195617,2460041.96466,APC
235300016,2750.01,6.8204309,2459223.251021,PC
231157209,2751.01,7.4710819,2459219.086064,PC
170367033,2752.01,4.9197461,2459248.958026,PC
168191686,2753.01,1.6281719,2459224.244649,PC
148233571,2754.01,0.9422588,2459226.37606,FP
148004811,2755.01,3.3187528,2459225.436514,PC
147437399,2756.01,1.5622382,2459224.754225,APC
147125706,2757.01,3.4813976,2459221.43807,PC
147034452,2758.01,4.5302876,2459222.921639,PC
134315574,2759.01,1.5971584,2459963.61295,FP
382188882,276.01,4.8000953,2459328.579795,FP
130611752,2760.01,0.4405893,2459963.18538,FP
96736412,2761.01,6.1214801,2459219.398202,PC
79431527,2762.01,3.9072351,2459220.661425,APC
78441371,2763.01,3.9980153,2459221.156105,PC
53122063,2764.01,2.276734,2459224.72084,PC
52976395,2765.01,1.0191022,2459226.689311,PC
284288093,2766.01,7.2748135,2459301.36904,APC
368287008,2015.01,3.3491408,2459712.928909,CP
219508169,2016.01,6.8161105,2460470.798919,PC
219508169,2016.02,2.4590369,2460477.432216,PC
219508169,2016.03,25.3369848,2459735.445738,PC
357416482,2017.01,5.49826,2460434.940249,FP
357501308,2018.01,7.4355709,2458958.257962,CP
159781361,2019.01,15.3468182,2460431.584231,CP
355509914,202.01,1.7386695,2458326.110175,PC
39903405,2020.01,5.633477,2460477.275907,KP
236312126,2021.01,3.9415041,2459713.291648,KP
11996814,2022.01,0.4487349,2458790.849435,FP
16884216,2023.01,11.1900486,2458964.128568,APC
255930614,2024.01,2.8758831,2460476.023499,KP
394050135,2025.01,8.8720542,2459754.939635,CP
407059875,2026.01,7.1925327,2459904.708769,PC
335996558,2027.01,1.46329,2458739.50775,FP
336456596,2028.01,0.77871,2458739.62994,FP
445254275,2029.01,2.57134,2458767.19721,FP
231077395,2238.01,3.3904897,2459965.35036,PC
388130235,2239.01,92.1950921,2459323.834757,FP
70797900,224.01,705.5844658,2458365.843684,APC
98494121,2240.01,3.06555,2458659.34688,FP
96973930,2241.01,3.3243,2458657.36252,PC
92562123,2242.01,6.53144,2459041.75877,PC
1990842033,2243.01,5.41418,2459040.094,APC
1989628303,2244.01,5.46377,2459039.62778,PC
278415929,2245.01,3.7981107,2459389.180943,PC
349786918,2246.01,2.9663389,2460772.168476,FP
376168473,2247.01,5.41402,2459040.0943,FA
179580045,2248.01,62.1624516,2460077.706461,PC
152714791,2249.01,1.27349,2459036.88269,FP
47525799,225.01,,2458355.118626,PC
264303333,2250.01,0.8153098,2460367.057256,FP
229715760,2251.01,11.5743561,2459945.371277,PC
233066156,2252.01,12.379649,2458844.736633,PC
367855829,2253.01,85.4244796,2458714.619721,FA
293612446,2466.01,2.6266983,2459493.9445,KP
71013298,2467.01,1.7556616,2458438.600908,PC
31114545,2468.01,24.4232697,2459196.87342,FP
117843067,2469.01,2.3767548,2459198.809559,FP
160148385,247.01,3.4252563,2458354.319774,KP
298981199,2470.01,7.1853092,2459199.511667,PC
71088556,2471.01,6.5857043,2459194.286421,PC
248650906,2472.01,,2459198.852539,PC
399868187,2473.01,1.2311781,2459199.202773,PC
449257028,2474.01,4.278752,2459197.576453,PC
373453507,2475.01,15.7925628,2459197.39928,FP
43868600,2476.01,3.8865992,2459196.637234,APC
412054152,2477.01,34.7769296,2460218.772868,PC
262435954,2478.01,2.6473916,2459174.685986,PC
167661160,2479.01,36.8382429,2458442.074601,PC
201793781,248.01,5.9910773,2460978.928981,PC
1449756,2480.01,11.3543085,2459199.593066,FP
262258341,2481.01,11.994832,2459193.255797,PC
92363023,2689.01,3.4180406,2459164.871015,PC
220479565,269.01,3.6977167,2458381.845549,CP
92359852,2690.01,4.1549988,2459167.712302,PC
71345362,2691.01,3.8821916,2459167.794838,PC
38399060,2692.01,3.6506781,2459163.769215,PC
30016082,2693.01,1.3225635,2459167.861473,PC
146467673,2694.01,1.6375324,2459198.068832,APC
140284353,2695.01,0.5566811,2459226.435976,APC
139445621,2696.01,6.409365,2459199.897242,PC
139445453,2697.01,4.3169755,2459199.867115,PC
100683605,2698.01,3.270563,2459223.847344,PC
77958378,2699.01,5.8259928,2459198.336939,PC
259377017,270.01,5.6604773,2460982.004741,CP
259377017,270.02,11.3796991,2460984.247091,CP
259377017,270.03,3.3601671,2460987.858405,CP
56096837,2700.01,4.6636858,2459196.570296,PC
44791617,2701.01,2.169466,2459166.358806,PC
43604949,2702.01,1.9422802,2459196.429516,PC
43475220,2703.01,6.1735306,2459193.235438,PC
259962054,203.01,51.94509,2459106.86029,FA
422656370,2030.01,1.3254567,2459880.870498,APC
470127886,2031.01,5.7156075,2459886.04634,PC
470159478,2032.01,17.0096703,2459737.544901,APC
53617134,2033.01,18.8243063,2459886.4891,PC
427279997,2034.01,2.89453,2458768.72753,FP
53709089,2035.01,8.51226,2458793.50485,PC
368320811,2036.01,1.261045,2460449.232339,PC
405559035,2037.01,11.1516668,2459639.813076,PC
405559035,2037.02,5.5470937,2459637.780899,PC
235937532,2038.01,3.7321195,2459913.435645,APC
237071229,2039.01,11.2479927,2460539.786844,PC
281781375,204.01,43.8297863,2458328.034407,PC
427730490,2040.01,3.8608551,2459740.365261,PC
54364414,2041.01,1.37477,2458792.09451,FP
269424395,2042.01,2.41872,2458768.14945,FP
346929661,2043.01,12.0135752,2460428.035206,PC
270333769,2044.01,4.1207509,2460418.367886,FP
233688779,2254.01,26.4579842,2460539.925232,PC
265146266,2255.01,11.9526103,2459727.117395,PC
262880065,2256.01,13.9631929,2458938.822446,PC
198485881,2257.01,35.1896444,2459606.202888,CP
219821826,2258.01,9.6799809,2459659.732563,FP
219501568,2259.01,16.5899263,2458961.789439,PC
47484268,226.01,,2458358.500535,FP
232568235,2260.01,0.3524597,2460423.375669,CP
229787062,2261.01,1.9011452,2458983.8672,PC
165530380,2262.01,1.4937342,2458684.016321,PC
159400561,2263.01,,2458708.384365,PC
235943205,2264.01,121.3342908,2458827.02652,PC
310231275,2265.01,0.8294084,2458956.331721,PC
8348911,2266.01,2.326343,2458957.9252,CP
459837008,2267.01,3.4950422,2458816.152459,CP
459837008,2267.02,2.0344366,2458817.092481,PC
459837008,2267.03,2.2891027,2458818.073212,CP
117938087,2482.01,14.9315582,2459187.828181,PC
219151731,2483.01,1.4853364,2459249.973749,FP
68035559,2484.01,8.3272872,2459686.111638,PC
328934463,2485.01,11.2347982,2459658.812257,CP
369376388,2486.01,1.5411764,2459167.655279,PC
394346745,2487.01,3.4024655,2459382.603668,PC
139251123,2488.01,10.7668398,2459066.14339,PC
279327604,2489.01,1.426951,2459062.945311,APC
179985715,249.01,6.6153188,2458359.541515,PC
77437543,2490.01,,2459180.691467,PC
80567842,2491.01,5.92777,2459205.124526,APC
282498590,2492.01,10.1004307,2459222.255014,FP
123664207,2493.01,,2459225.823327,PC
282576340,2494.01,8.3761316,2459210.732023,PC
282576340,2494.02,2.4087648,2459224.849091,PC
33091590,2495.01,7.795385,2459208.384505,PC
160328683,2496.01,1.5746828,2459175.520632,PC
34466256,2732.01,0.7029205,2459198.602275,FP
34266522,2733.01,3.7170532,2459222.295382,PC
21505121,2734.01,4.5879078,2459219.30652,PC
20069685,2735.01,1.9663653,2459226.43746,PC
91869778,2736.01,3.4771921,2460235.294959,FP
445946478,2737.01,3.3328544,2459549.813277,PC
445145355,2738.01,1.5174038,2458487.027945,PC
319473643,2739.01,3.1474843,2459965.536406,PC
281979481,274.01,0.5417947,2459362.157241,FP
301281965,2740.01,0.5348968,2459212.462934,APC
283303192,2741.01,2.9884191,2459210.246781,PC
282102605,2742.01,1.2541679,2458489.737849,PC
280212554,2743.01,1.1472535,2459212.045265,FP
279989567,2744.01,0.787177,2459226.18852,FP
237770757,2745.01,1.7932884,2459211.945554,APC
237736186,2746.01,4.9208778,2459209.392384,PC
237632488,2747.01,0.5209929,2459212.781596,APC
237552878,2748.01,4.7838171,2459205.662435,PC
235448190,2749.01,6.9724832,2459225.835075,PC
347013211,2045.01,9.07763,2459873.067934,PC
468574941,2046.01,1.4971447,2459882.348171,CP
363761216,2047.01,7.4072602,2460651.832302,FP
159873822,2048.01,13.7905315,2459704.448013,CP
314835525,2049.01,5.30329,2458768.86655,PC
281575427,205.01,4.2529857,2460929.161155,PC
316468545,2050.01,13.5970194,2460427.434017,PC
375850439,2051.01,1.1633325,2459854.289501,PC
1100766816,2052.01,1.62263,2458957.04205,FP
315755496,2053.01,4.27808,2459394.643317,FP
378355116,2054.01,3.5684459,2459875.429386,FP
322062001,2055.01,4.6981739,2459876.086576,APC
396356111,2056.01,10.2207,2458771.6773,APC
229888286,2057.01,5.5986337,2459668.434278,PC
326732851,2058.01,1.51567,2458766.42257,FP
403308915,2059.01,3.7543552,2459878.778991,FP
55650590,206.01,0.7363132,2458325.542536,CP
285542903,2060.01,2.2657506,2460448.014024,FP
20203297,2268.01,7.1566025,2458932.627916,PC
441798995,2269.01,1.4206036,2458683.350647,FA
441798995,2269.02,2.8411415,2459849.641958,PC
441798995,2269.03,10.4029111,2458686.456214,PC
2760710,227.01,,2458364.102069,FA
198178505,2270.01,,2458962.984125,PC
258389327,2271.01,26.5456672,2459753.691039,APC
265460043,2272.01,32.8236817,2458773.807867,APC
142117976,2273.01,46.5710978,2458845.707797,PC
289164482,2274.01,2.6796164,2458685.367259,CP
289164482,2274.02,1.1188024,2460337.873035,PC
272679240,2275.01,20.1546939,2458684.152198,PC
198456933,2276.01,76.8663962,2458725.707722,PC
288516853,2277.01,,2458998.981604,PC
243313296,2278.01,1.4663344,2459690.583683,PC
115623434,2279.01,3.1434463,2460473.945213,PC
97568467,2497.01,10.655694,2459205.098381,CP
263179590,2498.01,3.7382381,2459204.417815,CP
67196573,2499.01,2.5574812,2459226.410197,APC
184240683,250.01,1.6284288,2458355.508611,KP
206785987,2500.01,2.955314,2459225.954047,PC
134471108,2501.01,5.3262922,2459203.653227,PC
52689469,2502.01,3.1413825,2459202.042637,KP
124778445,2503.01,1.6751568,2459203.395868,KP
206906112,2504.01,13.5853506,2459212.614454,PC
443127052,2505.01,2.8972041,2459222.132135,PC
393298446,2506.01,14.9695925,2459211.074562,APC
354519019,2507.01,17.3051476,2458444.78902,PC
147430118,2508.01,1.6951056,2459226.246477,PC
143282930,2509.01,1.5339665,2459224.689855,APC
224225541,251.01,4.9377227,2458357.305138,CP
170103435,2510.01,1.9785151,2459984.552667,FP
124702477,2511.01,0.7951534,2459226.722059,FP
48806546,2767.01,0.934057,2459227.247759,PC
443556801,2768.01,1.5080197,2459225.646634,CP
443534757,2769.01,3.08858,2459224.451567,PC
439456714,277.01,3.9934418,2458385.036312,CP
438057373,2770.01,4.5697688,2459541.3175,PC
437893926,2771.01,3.8454384,2459548.185346,FP
435934762,2772.01,2.8504334,2459199.30433,PC
420962989,2773.01,0.5993364,2459199.858678,APC
388934707,2774.01,4.4430866,2459192.072276,PC
36574157,2775.01,3.7804749,2459210.630135,FP
35636165,2776.01,3.4590552,2459224.383812,PC
35483319,2777.01,1.9297769,2459225.1723,PC
332860211,2778.01,4.4445101,2459198.536737,PC
319735319,2779.01,2.9038027,2459224.225903,FP
244161191,278.01,0.299039,2458381.910527,PC
317546777,2780.01,4.9062135,2459217.923867,PC
317417916,2781.01,2.7636665,2459226.428052,PC
306903715,2782.01,4.8680805,2460234.255467,PC
302976834,2783.01,2.3044132,2459547.674708,PC
327577308,2061.01,1.45655,2458766.42545,FP
373785851,2062.01,4.04163,2458795.9996,FP
334811204,2063.01,21.07626,2458743.99764,PC
115524421,2064.01,8.8036803,2459735.852814,KP
356710041,2065.01,,2458932.291437,APC
141663460,2066.01,1.76442,2458601.34368,FP
147951030,2067.01,8.8128067,2460366.21096,PC
417931300,2068.01,7.7690887,2458683.416826,CP
198187049,2069.01,5.9214229,2458688.473496,PC
260271203,207.01,5.6492853,2458330.097007,FP
233182695,2070.01,6.3839247,2458684.428217,PC
198360694,2071.01,5.6739336,2459659.620814,PC
900715901,2072.01,3.167981,2459635.550895,PC
441642457,2073.01,53.1991439,2458745.519019,PC
158075010,2074.01,177.5830512,2458754.149159,PC
23814735,2075.01,4.7981694,2459690.292318,PC
27491137,2076.01,10.3563596,2459675.695029,CP
77044471,228.01,2.6865064,2458356.100116,KP
115583726,2280.01,18.6016754,2458959.940081,PC
264171144,2281.01,210.668358,2458765.860515,PC
237211410,2282.01,12.5520766,2458691.469822,PC
198211976,2283.01,0.4018586,2458683.724447,FA
115446313,2284.01,4.9707023,2460471.356355,FP
329148988,2285.01,27.2672016,2458747.184629,CP
237201858,2286.01,179.4031712,2458811.504844,PC
160077104,2287.01,11.8120707,2458688.985794,PC
462615350,2288.01,8.9172211,2458740.42419,PC
82452140,2289.01,63.39545,2458964.279078,PC
120610833,229.01,3.1260751,2458354.77371,KP
321688498,2290.01,0.3862197,2458764.986586,PC
236934937,2291.01,9.405877,2459620.204224,PC
236934268,2292.01,7.0767314,2459704.906266,PC
71347873,2293.01,6.0683318,2459600.314533,PC
124491883,2512.01,2.3933087,2459226.885867,PC
59842822,2513.01,2.5577037,2459225.861283,PC
317134140,2514.01,6.3951381,2459215.084143,PC
123627908,2515.01,5.9016526,2459227.261848,PC
295947393,2516.01,5.4927168,2459252.875826,APC
48178229,2517.01,2.6788253,2459225.683785,FP
96925186,2518.01,6.8979432,2459976.018757,PC
47720259,2519.01,6.9551242,2460687.147019,PC
237924601,252.01,1.0021853,2460041.401591,APC
177414713,2520.01,2.0944084,2459225.974236,PC
72556406,2521.01,5.563087,2459227.249446,APC
148883384,2522.01,2.0988541,2459223.890954,PC
443213925,2523.01,4.6410823,2459225.084837,PC
169249234,2524.01,7.1858029,2459527.431854,CP
149601126,2525.01,23.3418536,2459174.013303,CP
149601126,2525.02,49.2445599,2459074.030906,CP
380836882,2526.01,8.011385,2459381.86834,PC
126572546,2527.01,2.3018922,2459989.812252,PC
32677675,2704.01,3.6364993,2459225.757456,PC
169448771,2705.01,18.010652,2459165.598824,PC
457202957,2706.01,1.8851834,2458461.885377,PC
455036659,2707.01,4.007232,2459194.067914,KP
452810327,2708.01,2.3540172,2459197.357111,FP
452810326,2709.01,2.3540163,2459197.356321,PC
259511357,271.01,2.475987,2460984.491087,APC
408231638,2710.01,10.7448417,2459196.318036,PC
396896334,2711.01,5.7604868,2459190.700563,PC
362026280,2712.01,3.078479,2459195.831917,PC
332660287,2713.01,1.2434016,2459197.326471,FP
332534326,2714.01,2.4993895,2459168.948798,CP
311239796,2715.01,4.9640641,2459515.126171,PC
284859630,2716.01,7.5420435,2459194.254825,PC
269077474,2717.01,1.3164901,2459197.192883,FP
248655096,2718.01,2.7625084,2459196.564554,PC
176314383,2719.01,3.3759446,2459197.636818,CP
268766053,272.01,3.3098458,2459140.875701,KP
169448297,2720.01,2.1473577,2459199.697082,PC
27491137,2076.02,35.1257472,2459675.93251,CP
27491137,2076.03,21.0153047,2459673.364369,CP
230075227,2077.01,6.1155829,2460348.12211,PC
159244568,2078.01,6.2772478,2458820.249587,FA
224298134,2079.01,1.4923179,2458711.967129,PC
224298134,2079.02,9.3174113,2458720.556268,PC
314865962,208.01,22.4586196,2458335.989204,PC
367739494,2080.01,63.5809449,2458689.532084,PC
321669174,2081.01,10.5054362,2459757.444606,CP
321669174,2081.02,5.1097197,2458686.965949,PC
160039081,2082.01,30.2004765,2460444.153514,PC
233633993,2083.01,17.969639,2458695.867578,PC
441738827,2084.01,6.0784031,2459652.834382,CP
441738827,2084.02,8.1490285,2458745.410754,FP
103633672,2085.01,,2458850.32085,PC
230387153,2086.01,41.7540004,2459772.489982,PC
284361752,2294.01,340.3877311,2458691.694075,PC
48018596,2295.01,60.06632,2458713.454918,PC
165554103,2296.01,139.2632286,2458720.261652,PC
233500935,2297.01,22.048775,2459623.756729,PC
229608594,2298.01,,2458960.029434,PC
362220495,2299.01,165.0031583,2458798.44781,FA
160074939,230.01,13.340145,2458366.329788,FA
280031353,2300.01,4.8566656,2459445.193065,PC
280031353,2300.02,15.4432661,2459646.961969,PC
280031353,2300.03,,2459398.739519,PC
283829553,2301.01,6.0541622,2460414.841007,PC
144000801,2302.01,1.3103832,2459063.140785,APC
197959526,2303.01,0.7196291,2459061.885478,FP
70420766,2304.01,9.4070515,2459063.308262,PC
232079930,2305.01,0.918902,2459062.290253,APC
147284470,2306.01,2.9905745,2459064.314222,PC
83154030,2528.01,11.7248927,2459331.4467,PC
269333648,2529.01,64.5947,2460734.735653,CP
322063810,253.01,3.5104148,2458355.622789,PC
52059926,2530.01,,2458350.181,PC
262843259,2531.01,8.1484094,2460158.3149,PC
20579360,2532.01,16.7224532,2459311.204445,PC
418012030,2533.01,6.6857865,2459682.185785,PC
219332978,2534.01,,2458346.575296,PC
204698337,2535.01,16.4452725,2458576.764481,PC
20299658,2536.01,31.9919595,2459191.600297,PC
399967279,2537.01,94.0997954,2459475.467243,CP
443115574,2538.01,2.9103781,2459226.24224,PC
201508515,2539.01,0.985586,2459202.613025,PC
49687222,254.01,20.186539,2458360.073308,FA
354518617,2540.01,12.7187255,2458480.943804,PC
354518617,2540.02,22.0819969,2459223.145597,APC
31054498,2541.01,1.4118418,2459199.006353,PC
431971818,2542.01,4.1133928,2459963.882685,PC
23740089,1849.01,9.862756,2460412.030494,APC
100100827,185.01,0.9414525,2460205.353322,KP
149577217,1850.01,7.39143,2458931.03559,APC
378976682,1851.01,6.0179742,2459688.751118,APC
219728669,1852.01,2.3601883,2459690.342687,PC
73540072,1853.01,1.2436239,2459690.743436,CP
157225097,1854.01,2.5267353,2459667.101712,PC
81247740,1855.01,1.3641482,2459690.637842,CP
224313733,1856.01,197.0336254,2459517.338757,FP
180652891,1857.01,0.7759895,2459663.219189,APC
424733642,1858.01,2.0912089,2459691.122281,PC
229742722,1859.01,63.4839358,2460503.687053,CP
279741379,186.01,35.6133889,2460985.704053,CP
279741379,186.02,7.7897886,2460980.806574,CP
202426247,1860.01,1.0662082,2460367.147621,CP
323295479,1861.01,742.5142746,2458622.92527,PC
321668398,1862.01,5.6442112,2459768.446771,CP
356919658,1863.01,1.42611,2458683.89879,FP
230387153,2086.02,20.261655,2459662.482575,PC
219462190,2087.01,,2458709.129054,PC
441765914,2088.01,124.72987,2459517.9957,CP
341815197,2089.01,49.9950015,2459790.282263,PC
52204645,209.01,4.3794298,2458325.884839,APC
233721037,2090.01,230.92212,2458715.333688,PC
219778329,2091.01,177.2188871,2458742.87474,PC
393965778,2092.01,4.3032642,2458740.668245,PC
402898317,2093.01,53.8108713,2458751.624048,CP
356016119,2094.01,18.7931749,2458691.319362,PC
235678745,2095.01,17.664866,2458692.799727,CP
235678745,2095.02,28.1722501,2458704.29023,CP
142748283,2096.01,3.1190716,2459601.846172,CP
142748283,2096.02,6.3878202,2458687.53823,CP
279982557,2097.01,1.7890217,2458712.393015,FP
356700488,2098.01,,2458756.674319,PC
270219048,2307.01,2.6820061,2459062.612091,PC
234489976,2308.01,3.86866,2459063.02134,PC
328012209,2309.01,20.2656358,2459044.333033,PC
204376737,231.01,3.3610013,2458357.394744,KP
38467100,2310.01,2.9432073,2459357.895903,PC
25139786,2311.01,1.5933772,2459062.770201,APC
147425389,2312.01,3.1856867,2459063.37533,PC
325468685,2313.01,1.8905304,2459063.002235,PC
355446093,2314.01,15.937546,2459063.240033,PC
302333151,2315.01,1.440707,2459062.373149,APC
61980227,2316.01,3.0958985,2459064.594292,FP
274599700,2317.01,,2459002.081234,FP
88840705,2318.01,,2459026.647613,APC
349488688,2319.01,,2459002.765265,CP
349488688,2319.02,11.6207544,2458994.287456,KP
402026209,232.01,1.3382314,2458355.184421,KP
207501148,2320.01,,2459007.727293,FP
270604417,2543.01,7.5427509,2459233.347042,CP
341419787,2544.01,21.0689935,2459230.852582,FP
149845414,2545.01,7.9940367,2458522.513973,CP
388089437,2546.01,2.1811989,2459578.592429,APC
444013020,2547.01,2.3114203,2459228.794258,KP
350293646,2548.01,8.5234958,2459985.304174,KP
350293646,2548.02,1.4468993,2459985.331564,CP
80711765,2549.01,4.8580501,2459230.288533,PC
204317710,255.01,2.8126485,2459090.083321,KP
294500964,2550.01,9.0702531,2459966.572012,FP
6276559,2551.01,5.436841,2459244.80572,PC
31515092,2552.01,2.3701119,2459230.693395,PC
238542895,2553.01,8.3848067,2459232.131956,PC
144043410,2554.01,6.2636501,2459230.661673,FP
155491828,2555.01,16.0475029,2459233.496293,FP
468981993,2556.01,8.0149323,2459966.962573,APC
229791084,1864.01,1.6453265,2459766.543741,KP
207425203,1865.01,1.2239134,2459742.663844,APC
400430915,1866.01,2.1863095,2459797.900124,PC
400476523,1867.01,18.10671,2458700.97371,FP
230087585,1868.01,8.8263579,2459940.409366,PC
299780329,1869.01,1.6024387,2459362.742783,PC
260304296,187.01,0.5125807,2459962.995091,APC
230375747,1870.01,2.7633917,2459694.209214,PC
233503636,1871.01,3.40612,2458685.82187,FP
229490898,1872.01,2.2349708,2459765.196316,PC
328933398,1873.01,24.9341884,2459753.685026,PC
328933398,1873.02,900.1930987,2458848.638767,PC
328933398,1873.03,7.0056805,2459583.708287,PC
232641326,1874.01,17.8683999,2459756.864289,APC
233047097,1875.01,11.3091849,2459857.086857,PC
233078665,1876.01,6.4827647,2459945.349797,PC
233497719,1877.01,3.801591,2460534.067363,FP
230386397,2099.01,19.5078657,2459626.670376,FP
141608198,210.01,9.0105414,2459338.99312,PC
219436394,2100.01,23.6573994,2459605.640236,PC
165527918,2101.01,9.0753271,2458690.4168,PC
289590465,2102.01,6.7060238,2458687.583784,PC
289590465,2102.02,,2459958.470839,PC
160491359,2103.01,2.6620728,2459663.746739,PC
160491359,2103.02,20.2926468,2458697.682402,PC
367630162,2104.01,3.2723118,2460336.160755,PC
367630162,2104.02,5.904369,2460329.870632,PC
367630162,2104.03,15.1808746,2460335.884786,PC
367630162,2104.04,1.9803146,2460336.943627,PC
367630162,2104.05,9.56111,2458687.794321,PC
156199502,2105.01,15.9152686,2459422.272665,PC
393911494,2106.01,0.6332593,2458899.861702,FP
446549906,2107.01,2.45457,2458654.61467,CP
138126035,2321.01,716.3497402,2458954.324139,PC
300812741,2322.01,20.2254946,2459037.417539,CP
300812741,2322.02,11.3071786,2460160.451337,CP
293527670,2323.01,0.98656,2459086.60982,FP
69819610,2324.01,1.0371672,2460933.032738,PC
152800085,2325.01,4.26991,2460155.146047,APC
175456679,2326.01,58.9970907,2460201.334015,PC
177308364,2327.01,82.7899763,2458396.537731,PC
394287035,2328.01,17.1019622,2459356.607647,CP
238920875,2329.01,6.5346715,2459966.265304,PC
415969908,233.01,11.6700285,2458365.261451,PC
415969908,233.02,7.2011383,2458359.471437,PC
180991313,2330.01,2.2088214,2459329.30801,KP
168751223,2331.01,4.7150942,2459167.334911,PC
286000547,2332.01,7.4972297,2459273.75932,PC
358579111,2333.01,14.2197641,2459169.298095,PC
200743403,2334.01,7.9980831,2459169.12445,PC
160003961,2335.01,1.4492052,2459169.502915,APC
269400980,2557.01,9.8302309,2459238.558507,PC
283307274,2558.01,17.7859152,2459233.127609,PC
441453629,2559.01,4.2002507,2459060.081876,PC
92226327,256.01,24.7373412,2458399.928643,KP
92226327,256.02,3.7779418,2459141.100488,KP
441155146,2560.01,3.5511203,2458348.918997,PC
422385684,2561.01,2.7754004,2459852.046181,PC
420177051,2562.01,4.0483695,2459770.738717,PC
387409975,2563.01,5.0182311,2459828.802298,PC
334482103,2564.01,3.7257237,2459501.939674,PC
321086563,2565.01,3.9704457,2459966.257472,PC
284679064,2566.01,4.2102425,2459609.378383,PC
258920431,2567.01,5.9839451,2459390.75286,CP
257067559,2568.01,3.4843271,2459251.583946,PC
248655556,2569.01,13.1147744,2459174.659675,PC
200723869,257.01,18.3877081,2459121.270086,CP
239816546,2570.01,2.9887654,2459500.741002,CP
219762508,1878.01,3.2351013,2459911.907728,PC
243335710,1879.01,13.7045951,2459703.289921,PC
280830734,188.01,1.1619531,2458325.775309,APC
359357695,1880.01,1.7263781,2459333.898275,PC
59859387,1881.01,1.1203828,2459987.207387,FP
396368313,1882.01,3.0898836,2459334.446718,PC
348755728,1883.01,4.5063838,2459256.846553,CP
219879302,1884.01,6.7822781,2458928.3396,PC
258510872,1885.01,6.5440665,2459736.999544,CP
403136415,1886.01,2.5128483,2459062.639615,PC
229586455,1887.01,2.2001583,2459884.269522,PC
459997997,1888.01,5.547485,2459328.032732,FP
139771134,1889.01,0.9134495,2459036.732943,APC
278866211,189.01,2.1940616,2460876.857996,FP
288636599,1890.01,19.9676936,2459884.073661,PC
139198430,1891.01,15.3617729,2460176.504188,APC
347538174,2108.01,6.8019625,2459719.380198,APC
392476080,2109.01,0.67249,2458984.38888,CP
300293197,211.01,6.5638651,2460981.057077,APC
394029948,2110.01,32.76639,2458687.55509,FA
356235833,2111.01,1.2680452,2460479.42095,FP
427320001,2112.01,14.0120582,2459729.804553,PC
427320001,2112.02,155.8237,2459856.006624,PC
1400212743,2113.01,5.24612,2458984.22398,FP
9828416,2114.01,6.2099619,2460476.661598,PC
54464870,2115.01,3.6944323,2460447.794803,FP
422838133,2116.01,5.3089937,2460644.06098,FP
279212407,2117.01,28.6620782,2458971.41863,FP
17416749,2118.01,2.34483,2458956.56894,FP
236387002,2119.01,7.2008611,2460442.055186,CP
206609630,212.01,0.3352715,2458325.490344,APC
389900760,2120.01,5.7998189,2458795.822874,CP
88996391,2121.01,2.3195654,2459718.98744,APC
88902249,2336.01,7.7119842,2460083.976548,CP
230001847,2337.01,2.994263,2459769.981102,CP
24358417,2338.01,22.6539607,2459183.68068,CP
279514271,2339.01,9.7728388,2459964.335411,PC
12423815,234.01,2.8392793,2458356.087715,PC
29959761,2340.01,1.6471574,2459169.749893,FP
100267480,2341.01,0.87741,2458681.75145,FP
100589632,2342.01,3.9471567,2459221.101551,FP
166834768,2343.01,3.2553185,2459169.676986,PC
311179742,2344.01,8.3129806,2459380.743164,PC
91555165,2345.01,1.0526157,2459116.731575,CP
91555165,2345.02,42.1289893,2459120.29967,CP
317483660,2346.01,3.3311975,2459224.055885,PC
301343785,2347.01,1.1736318,2459169.738716,APC
317019074,2348.01,1.2043785,2459225.439688,PC
405452527,2349.01,11.5738497,2459997.913355,APC
280095254,235.01,10.090259,2458357.283835,PC
47601197,2350.01,8.6251769,2458476.588785,PC
239638934,2571.01,6.0027375,2458760.818232,FP
234489133,2572.01,3.5985851,2459247.433122,PC
160037058,2573.01,4.5815438,2459080.877819,PC
159332859,2574.01,4.4817684,2459760.398697,PC
142784687,2575.01,3.1711207,2459603.650328,PC
115453244,2576.01,3.8229149,2459544.238408,PC
112316665,2577.01,3.7494409,2459252.521548,PC
104986789,2578.01,3.4580018,2459911.4801,PC
103751498,2579.01,3.7146478,2459600.117319,KP
350445771,258.01,3.1901569,2458326.804271,FP
102713734,2580.01,3.397862,2458839.453257,CP
37862966,2581.01,3.5838508,2459192.543648,PC
